ID,Name,Type,Description,OID,Properties,Source,Visible,Enabled
105,Current L1,CURRENT,,1.1.1.4:105,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1050,DC Current 10,DC_CURRENT,,1.1.13.5:1050,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1051,DC Current 11,DC_CURRENT,,1.1.13.5:1051,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1054,DC Voltage,VOLTAGE,,1.1.13.5:1054,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
1056,DC Current 01,DC_CURRENT,,1.1.13.6:1056,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301062', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1057,DC Current 02,DC_CURRENT,,1.1.13.6:1057,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301063', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1058,DC Current 03,DC_CURRENT,,1.1.13.6:1058,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301064', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1059,DC Current 04,DC_CURRENT,,1.1.13.6:1059,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301065', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
106,Current L2,CURRENT,,1.1.1.4:106,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1060,DC Current 05,DC_CURRENT,,1.1.13.6:1060,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301066', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1061,DC Current 06,DC_CURRENT,,1.1.13.6:1061,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301067', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1062,DC Current 07,DC_CURRENT,,1.1.13.6:1062,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301068', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1063,DC Current 08,DC_CURRENT,,1.1.13.6:1063,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301069', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1064,DC Current 09,DC_CURRENT,,1.1.13.6:1064,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106A', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1065,DC Current 10,DC_CURRENT,,1.1.13.6:1065,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1066,DC Current 11,DC_CURRENT,,1.1.13.6:1066,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
1069,DC Voltage,VOLTAGE,,1.1.13.6:1069,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
107,Current L3,CURRENT,,1.1.1.4:107,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1071,DC Current 12,DC_CURRENT,,1.1.13.6:1071,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'capacity': '4.6', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '30106D', 'sampling_period': '300', 'shift': '', 'skc_link': '', 'string_count': '1', 'sun_filter': '1', 'virtuals': '1', 'voltage_link': ''}",sundra,True,True
1073,Active Power,AC_ACTIVE_POWER,,1.2.1.1:1073,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'energy_link': 'D.1073.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'power_link': 'D.1073.PERC', 'register': '31057', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
1074,Energy AC,AC_ACTIVE_ENERGY,,1.2.1.1:1074,"{'c_high_pass': '', 'c_low_pass': '', 'cast': 'U32', 'counter_link': '', 'data_age_lmt': '0', 'eh_link': 'D.1074.EH', 'endian': 'BE', 'energy_alerts': '1', 'energy_heuristic': '0', 'energy_link': 'D.1074.DELTA', 'is_raw': '1', 'mask': '', 'mask_value': '1', 'register': '31095', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1076,Grid Frequency,GRID_FREQUENCY,,1.2.1.1:1076,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '\t31050', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1078,System - Alarms,STATUS,,1.2.1.1:1078,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31040', 'sampling_period': '-1', 'shift': '', 'status_map': '7', 'sun_filter': '1'}",sundra,True,True
1079,System - States,STATUS,,1.2.1.1:1079,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31020', 'sampling_period': '-1', 'shift': '', 'status_map': '5', 'sun_filter': '1'}",sundra,True,True
108,Grid Frequency,GRID_FREQUENCY,,1.1.1.4:108,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1080,System - Warnings,STATUS,,1.2.1.1:1080,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31030', 'sampling_period': '-1', 'shift': '', 'status_map': '6', 'sun_filter': '1'}",sundra,True,True
1081,Temperature,TEMPERATURE,,1.2.1.1:1081,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31064', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1082,Voltage L1,GRID_VOLTAGE,,1.2.1.1:1082,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31051', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1083,Voltage L2,GRID_VOLTAGE,,1.2.1.1:1083,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31052', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1084,Voltage L3,GRID_VOLTAGE,,1.2.1.1:1084,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31053', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1085,Active Power AC,AC_ACTIVE_POWER,,1.2.1.2:1085,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.1085.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.1085.PERC', 'register': '32077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
1086,Current L1,CURRENT,,1.2.1.2:1086,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1087,Current L2,CURRENT,,1.2.1.2:1087,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1088,Current L3,CURRENT,,1.2.1.2:1088,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
109,Module Board Temperature,TEMPERATURE,,1.1.1.4:109,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3407C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1090,Grid Frequency,GRID_FREQUENCY,,1.2.1.2:1090,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1091,Module Board Temperature,TEMPERATURE,,1.2.1.2:1091,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3207C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1092,Voltage L1,GRID_VOLTAGE,,1.2.1.2:1092,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1093,Voltage L2,GRID_VOLTAGE,,1.2.1.2:1093,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1094,Voltage L3,GRID_VOLTAGE,,1.2.1.2:1094,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1095,Active Power AC,AC_ACTIVE_POWER,,1.2.1.3:1095,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.1095.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.1095.PERC', 'register': '33077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
1096,Current L1,CURRENT,,1.2.1.3:1096,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1097,Current L2,CURRENT,,1.2.1.3:1097,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1098,Current L3,CURRENT,,1.2.1.3:1098,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
110,Voltage L1,GRID_VOLTAGE,,1.1.1.4:110,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1100,Grid Frequency,GRID_FREQUENCY,,1.2.1.3:1100,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1101,Module Board Temperature,TEMPERATURE,,1.2.1.3:1101,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3307C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1102,Voltage L1,GRID_VOLTAGE,,1.2.1.3:1102,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1103,Voltage L2,GRID_VOLTAGE,,1.2.1.3:1103,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1104,Voltage L3,GRID_VOLTAGE,,1.2.1.3:1104,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1105,Active Power AC,AC_ACTIVE_POWER,,1.2.1.4:1105,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.1105.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.1105.PERC', 'register': '34077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
1106,Current L1,CURRENT,,1.2.1.4:1106,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1107,Current L2,CURRENT,,1.2.1.4:1107,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
1108,Current L3,CURRENT,,1.2.1.4:1108,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
111,Voltage L2,GRID_VOLTAGE,,1.1.1.4:111,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
