ID,Name,Type,Description,OID,Properties,Source,Visible,Enabled
2196,DC Current 04,DC_CURRENT,,1.3.2.5:2196,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301065', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2197,DC Current 05,DC_CURRENT,,1.3.2.5:2197,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301066', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2198,DC Current 06,DC_CURRENT,,1.3.2.5:2198,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301067', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2199,DC Current 07,DC_CURRENT,,1.3.2.5:2199,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301068', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
22,System - Alarms,STATUS,,1.1.1.1:22,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'copy_to': '', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31040', 'sampling_period': '-1', 'shift': '', 'status_map': '7', 'sun_filter': '1'}",sundra,True,True
220,Module Board Temperature,TEMPERATURE,,1.1.2.4:220,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3407C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2200,DC Current 08,DC_CURRENT,,1.3.2.5:2200,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301069', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2201,DC Current 09,DC_CURRENT,,1.3.2.5:2201,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106A', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2202,DC Current 10,DC_CURRENT,,1.3.2.5:2202,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2203,DC Current 11,DC_CURRENT,,1.3.2.5:2203,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2206,DC Voltage,VOLTAGE,,1.3.2.5:2206,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
2208,DC Current 01,DC_CURRENT,,1.3.2.6:2208,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301062', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2209,DC Current 02,DC_CURRENT,,1.3.2.6:2209,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301063', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
221,Voltage L1,GRID_VOLTAGE,,1.1.2.4:221,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2210,DC Current 03,DC_CURRENT,,1.3.2.6:2210,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301064', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2211,DC Current 04,DC_CURRENT,,1.3.2.6:2211,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301065', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2212,DC Current 05,DC_CURRENT,,1.3.2.6:2212,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301066', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2213,DC Current 06,DC_CURRENT,,1.3.2.6:2213,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301067', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2214,DC Current 07,DC_CURRENT,,1.3.2.6:2214,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301068', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2215,DC Current 08,DC_CURRENT,,1.3.2.6:2215,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301069', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2216,DC Current 09,DC_CURRENT,,1.3.2.6:2216,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106A', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2217,DC Current 10,DC_CURRENT,,1.3.2.6:2217,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106B', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2218,DC Current 11,DC_CURRENT,,1.3.2.6:2218,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106C', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2219,DC Current 12,DC_CURRENT,,1.3.2.5:2219,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '30106D', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
222,Voltage L2,GRID_VOLTAGE,,1.1.2.4:222,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2222,DC Voltage,VOLTAGE,,1.3.2.6:2222,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'register': '301060', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
2224,Active Power,AC_ACTIVE_POWER,,1.3.3.1:2224,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'cast': 'U16', 'endian': 'BE', 'energy_link': 'D.2224.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'power_link': 'D.2224.PERC', 'register': '31057', 'sampling_period': '300', 'sun_filter': '1'}",sundra,True,True
2225,Energy AC,AC_ACTIVE_ENERGY,,1.3.3.1:2225,"{'c_high_pass': '', 'c_low_pass': '', 'cast': 'U32', 'counter_link': '', 'data_age_lmt': '0', 'eh_link': 'D.2225.EH', 'endian': 'BE', 'energy_alerts': '1', 'energy_heuristic': '0', 'energy_link': 'D.2225.DELTA', 'is_raw': '1', 'mask': '', 'mask_value': '1', 'register': '31095', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2227,Grid Frequency,GRID_FREQUENCY,,1.3.3.1:2227,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '\t31050', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2229,System - Alarms,STATUS,,1.3.3.1:2229,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31040', 'sampling_period': '-1', 'shift': '', 'status_map': '7', 'sun_filter': '1'}",sundra,True,True
223,Voltage L3,GRID_VOLTAGE,,1.1.2.4:223,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '34073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2230,System - States,STATUS,,1.3.3.1:2230,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31020', 'sampling_period': '-1', 'shift': '', 'status_map': '5', 'sun_filter': '1'}",sundra,True,True
2231,System - Warnings,STATUS,,1.3.3.1:2231,"{'alarm_c': '3', 'alarm_debounce': '60', 'alarm_function': 'STATUSMAP', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '360', 'alarm_tdo': '360', 'alarm_type': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U64', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31030', 'sampling_period': '-1', 'shift': '', 'status_map': '6', 'sun_filter': '1'}",sundra,True,True
2232,Temperature,TEMPERATURE,,1.3.3.1:2232,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31064', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2233,Voltage L1,GRID_VOLTAGE,,1.3.3.1:2233,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31051', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2234,Voltage L2,GRID_VOLTAGE,,1.3.3.1:2234,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31052', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2235,Voltage L3,GRID_VOLTAGE,,1.3.3.1:2235,"{'alarm_c': '3', 'alarm_debounce': '900', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '2000', 'alarm_min_threshold': '100', 'alarm_tdc': '900', 'alarm_tdo': '900', 'alarm_type': '357', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '31053', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2236,Active Power AC,AC_ACTIVE_POWER,,1.3.3.2:2236,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.2236.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.2236.PERC', 'register': '32077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
2237,Current L1,CURRENT,,1.3.3.2:2237,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2238,Current L2,CURRENT,,1.3.3.2:2238,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2239,Current L3,CURRENT,,1.3.3.2:2239,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
224,DC Current 01,DC_CURRENT,,1.1.2.5:224,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301062', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2241,Grid Frequency,GRID_FREQUENCY,,1.3.3.2:2241,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2242,Module Board Temperature,TEMPERATURE,,1.3.3.2:2242,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3207C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2243,Voltage L1,GRID_VOLTAGE,,1.3.3.2:2243,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2244,Voltage L2,GRID_VOLTAGE,,1.3.3.2:2244,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2245,Voltage L3,GRID_VOLTAGE,,1.3.3.2:2245,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '32073', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2246,Active Power AC,AC_ACTIVE_POWER,,1.3.3.3:2246,"{'alarm_c': '3', 'alarm_debounce': '86400', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '100', 'alarm_min_threshold': '0.1', 'alarm_tdc': '21600', 'alarm_tdo': '21600', 'alarm_type': '51', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'energy_link': 'D.2246.ENERGY', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'power_link': 'D.2246.PERC', 'register': '33077', 'sampling_period': '300', 'shift': '', 'sun_filter': '1', 'virtuals': '1'}",sundra,True,True
2247,Current L1,CURRENT,,1.3.3.3:2247,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33074', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2248,Current L2,CURRENT,,1.3.3.3:2248,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33075', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2249,Current L3,CURRENT,,1.3.3.3:2249,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33076', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
225,DC Current 02,DC_CURRENT,,1.1.2.5:225,"{'alarm_c': '5', 'alarm_debounce': '60', 'alarm_function': '', 'alarm_max_threshold': '0', 'alarm_min_threshold': '0', 'alarm_tdc': '60', 'alarm_tdo': '60', 'alarm_type': '', 'capacity': '4.6', 'cast': 'U16', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': 'N STRING', 'mask_value': '1', 'register': '301063', 'sampling_period': '300', 'string_count': '1', 'sun_filter': '1'}",sundra,True,True
2251,Grid Frequency,GRID_FREQUENCY,,1.3.3.3:2251,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33070', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2252,Module Board Temperature,TEMPERATURE,,1.3.3.3:2252,"{'alarm_c': '3', 'alarm_debounce': '300', 'alarm_function': 'LIMITALARM', 'alarm_max_threshold': '70', 'alarm_min_threshold': '-10', 'alarm_tdc': '300', 'alarm_tdo': '300', 'alarm_type': '52', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '3307C', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2253,Voltage L1,GRID_VOLTAGE,,1.3.3.3:2253,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33071', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
2254,Voltage L2,GRID_VOLTAGE,,1.3.3.3:2254,"{'alarm_function': '', 'c_high_pass': '', 'c_low_pass': '', 'cast': 'U16', 'data_age_lmt': '0', 'endian': 'BE', 'is_raw': '1', 'limit_max': '', 'limit_min': '', 'mask': '', 'mask_value': '1', 'register': '33072', 'sampling_period': '300', 'shift': '', 'sun_filter': '1'}",sundra,True,True
