period_end,172.0,D.156.DELTA,D.171.ISIRR,air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,relative_humidity
2024-06-22 04:15:00,24.926,80.0,29.926,18,85,383,188,123,0,85,383,188,123,0,79.8
2024-06-22 04:30:00,27.071,104.0,39.006,19,94,438,231,164,0,94,438,231,164,0,77.4
2024-06-22 04:45:00,30.018,144.0,49.108,20,103,486,274,209,0,103,486,274,209,0,75
2024-06-22 05:00:00,30.799,176.0,60.377,20,110,526,318,256,0,110,526,318,256,0,72.8
2024-06-22 05:15:00,32.219,224.0,72.631,21,117,562,363,306,0,117,562,363,306,0,70.5
2024-06-22 05:30:00,33.605,268.0,85.304,21,123,593,407,356,0,123,593,407,356,0,68.1
2024-06-22 05:45:00,32.913,200.0,98.319,22,124,633,453,409,0,124,633,453,409,0,65.9
2024-06-22 06:00:00,33.306,344.0,111.481,22,120,682,500,464,0,120,682,500,464,0,63.7
2024-06-22 06:15:00,31.042,380.0,124.11,23,114,727,547,519,0,114,727,547,519,0,61.3
2024-06-22 06:30:00,31.781,428.0,137.329,24,106,768,592,573,0,106,768,592,573,0,58.7
2024-06-22 06:45:00,31.549,464.0,149.555,24,103,794,633,624,0,103,794,633,624,0,56.2
2024-06-22 07:00:00,32.484,500.0,161.494,25,106,805,670,670,0,106,805,670,670,0,53.9
2024-06-22 07:15:00,33.407,536.0,172.042,25,110,814,706,715,0,110,814,706,715,0,51.6
2024-06-22 07:30:00,33.606,564.0,183.235,26,113,822,739,757,0,113,822,739,757,0,49.2
2024-06-22 07:45:00,34.018,588.0,192.898,26,115,830,770,796,0,115,830,770,796,0,47
2024-06-22 08:00:00,34.055,608.0,202.701,27,116,838,800,833,0,116,838,800,833,0,44.9
2024-06-22 08:15:00,34.286,620.0,210.56,27,118,845,826,867,0,118,845,826,867,0,43.3
2024-06-22 08:30:00,34.723,620.0,216.784,27,119,852,850,897,0,119,852,850,897,0,42.2
2024-06-22 08:45:00,34.975,632.0,223.259,28,124,851,870,923,0,124,851,870,923,0,41
2024-06-22 09:00:00,34.708,632.0,228.868,28,133,844,886,943,0,133,844,886,943,0,40
2024-06-22 09:15:00,35.989,636.0,232.363,28,141,836,898,959,0,141,836,898,959,0,39
2024-06-22 09:30:00,36.181,636.0,236.386,29,150,827,908,971,0,150,827,908,971,0,38.3
2024-06-22 09:45:00,35.052,640.0,239.119,29,154,824,915,981,0,154,824,915,981,0,37.6
2024-06-22 10:00:00,36.544,636.0,240.192,29,155,825,921,988,0,155,825,921,988,0,36.9
2024-06-22 10:15:00,36.441,632.0,240.368,29,155,825,924,991,0,155,825,924,991,0,36.2
2024-06-22 10:30:00,37.035,636.0,240.078,30,155,825,923,990,0,155,825,923,990,0,35.7
2024-06-22 10:45:00,37.15,624.0,238.63,30,155,823,919,985,0,155,823,919,985,0,35.2
2024-06-22 11:00:00,37.454,624.0,236.68,30,156,820,911,975,0,156,820,911,975,0,34.7
2024-06-22 11:15:00,37.94,620.0,233.129,30,157,815,900,961,0,157,815,900,961,0,34.3
2024-06-22 11:30:00,38.014,612.0,229.011,30,157,810,886,944,0,157,810,886,944,0,34.1
2024-06-22 11:45:00,38.306,408.0,224.788,31,170,785,865,917,0,170,785,865,917,0,33.8
2024-06-22 12:00:00,37.531,592.0,217.599,31,192,740,836,881,0,192,740,836,881,0,33.6
2024-06-22 12:15:00,38.211,584.0,209.97,31,212,696,804,842,0,212,696,804,842,0,33.4
2024-06-22 12:30:00,38.304,572.0,202.737,31,229,652,769,799,0,229,652,769,799,0,33.1
2024-06-22 12:45:00,38.24,552.0,193.455,31,235,623,736,759,0,235,623,736,759,0,32.8
2024-06-22 13:00:00,38.621,532.0,183.585,31,231,611,706,722,0,231,611,706,722,0,32.5
2024-06-22 13:15:00,39.19,504.0,172.643,31,226,597,673,682,0,226,597,673,682,0,32.4
2024-06-22 13:30:00,39.201,484.0,161.185,31,221,581,639,640,0,221,581,639,640,0,32.4
2024-06-22 13:45:00,39.177,448.0,149.901,31,215,563,602,596,0,215,563,602,596,0,32.5
2024-06-22 14:00:00,39.194,420.0,137.955,31,209,544,563,551,0,209,544,563,551,0,32.5
2024-06-22 14:15:00,38.84,376.0,125.873,31,202,522,523,504,0,202,522,523,504,0,32.5
2024-06-22 14:30:00,37.925,344.0,112.951,31,194,497,482,456,0,194,497,482,456,0,32.5
2024-06-22 14:45:00,37.702,296.0,99.821,31,185,470,439,407,0,185,470,439,407,0,32.5
2024-06-22 15:00:00,37.156,256.0,87.966,31,176,441,396,359,0,176,441,396,359,0,32.5
2024-06-22 15:15:00,37.206,224.0,75.832,31,165,408,353,311,0.9,169,392,350,310,0,32.6
2024-06-22 15:30:00,37.402,176.0,64.033,31,154,371,309,265,8.5,186,232,283,252,0,32.7
2024-06-22 15:45:00,37.099,136.0,52.28,31,141,332,266,221,8.6,168,198,243,213,0,32.8
2024-06-22 16:00:00,36.468,104.0,41.738,31,127,288,224,179,9.7,152,150,203,176,0,32.9
2024-06-22 16:15:00,35.642,72.0,32.008,30,113,241,183,141,9.5,132,116,166,143,0,33.3
2024-06-22 16:30:00,34.421,56.0,24.012,30,97,190,145,108,5.3,106,126,138,111,0,34
2024-06-22 16:45:00,33.032,36.0,16.991,29,81,138,110,80,6.5,88,69,103,86,0,34.8
2024-06-22 17:00:00,31.533,20.0,12.197,29,64,87,79,59,8.7,70,11,72,67,0,35.5
2024-06-22 17:15:00,30.06,12.0,8.26,29,47,42,53,44,7.3,47,10,48,46,0,36.1
2024-06-22 17:30:00,28.701,4.0,4.911,28,30,11,31,29,13,27,0,27,26,0,36.7
2024-06-22 17:45:00,27.655,0.0,2.276,28,14,0,14,13,15.8,11,0,11,11,0,37.2
2024-06-22 18:00:00,26.815,0.0,0.812,27,2,0,2,1,3.6,2,0,2,1,0,37.8
2024-06-22 18:15:00,26.201,0.0,0.617,27,0,0,0,0,13.3,0,0,0,0,0,38.6
2024-06-22 18:30:00,25.765,0.0,0.617,26,0,0,0,0,4.7,0,0,0,0,0,39.8
2024-06-22 18:45:00,25.282,0.0,0.615,26,0,0,0,0,0,0,0,0,0,0,41.1
2024-06-22 19:00:00,24.555,0.0,0.608,25,0,0,0,0,8.6,0,0,0,0,0,42.4
2024-06-22 19:15:00,23.719,0.0,0.609,24,0,0,0,0,0,0,0,0,0,0,43.8
2024-06-22 19:30:00,23.236,0.0,0.607,24,0,0,0,0,7.2,0,0,0,0,0,45.6
2024-06-22 19:45:00,23.005,0.0,0.61,23,0,0,0,0,0,0,0,0,0,0,47.3
2024-06-22 20:00:00,22.612,0.0,0.61,23,0,0,0,0,11.4,0,0,0,0,0,49.2
2024-06-22 20:15:00,22.111,0.0,0.611,23,0,0,0,0,7.8,0,0,0,0,0,50.7
2024-06-22 20:30:00,21.889,0.0,0.603,22,0,0,0,0,0,0,0,0,0,0,51.7
2024-06-22 20:45:00,21.425,0.0,0.601,22,0,0,0,0,0,0,0,0,0,0,52.8
2024-06-22 21:00:00,21.203,0.0,0.603,22,0,0,0,0,3.6,0,0,0,0,0,53.9
2024-06-22 21:15:00,21.089,0.0,0.599,22,0,0,0,0,0,0,0,0,0,0,55.7
2024-06-22 21:30:00,20.869,0.0,0.602,21,0,0,0,0,0,0,0,0,0,0,58.4
2024-06-22 21:45:00,20.903,0.0,0.603,21,0,0,0,0,7.8,0,0,0,0,0,61.3
2024-06-22 22:00:00,20.74,0.0,0.603,20,0,0,0,0,8.6,0,0,0,0,0,64.2
2024-06-22 22:15:00,20.507,0.0,0.601,20,0,0,0,0,3.6,0,0,0,0,0,66.4
2024-06-22 22:30:00,20.135,0.0,0.598,20,0,0,0,0,0,0,0,0,0,0,67.7
2024-06-22 22:45:00,19.906,0.0,0.596,20,0,0,0,0,0,0,0,0,0,0,68.9
2024-06-22 23:00:00,19.755,0.0,0.601,19,0,0,0,0,0,0,0,0,0,0,70.3
2024-06-22 23:15:00,19.572,0.0,0.603,19,0,0,0,0,0,0,0,0,0,0,71.8
2024-06-22 23:30:00,19.292,0.0,0.599,19,0,0,0,0,7.8,0,0,0,0,0,73.5
2024-06-22 23:45:00,18.915,0.0,0.601,19,0,0,0,0,0,0,0,0,0,0,75.3
2024-06-23 00:00:00,18.647,0.0,0.596,18,0,0,0,0,3.6,0,0,0,0,0,77.1
2024-06-23 00:15:00,18.437,0.0,0.602,18,0,0,0,0,7.5,0,0,0,0,0,78.9
2024-06-23 00:30:00,17.901,0.0,0.596,18,0,0,0,0,0,0,0,0,0,0,80.6
2024-06-23 00:45:00,17.174,0.0,0.596,18,0,0,0,0,12.5,0,0,0,0,0,82.4
2024-06-23 01:00:00,17.025,0.0,0.599,17,0,0,0,0,20.6,0,0,0,0,0,84.3
2024-06-23 01:15:00,16.485,0.0,0.6,17,0,0,0,0,27.1,0,0,0,0,0,85.4
2024-06-23 01:30:00,16.005,0.0,0.596,17,0,0,0,0,30,0,0,0,0,0,85.9
2024-06-23 01:45:00,16.64,0.0,0.597,17,0,0,0,0,42.5,0,0,0,0,0,86.3
2024-06-23 02:00:00,16.239,0.0,0.607,17,0,0,0,0,43.9,0,0,0,0,0,86.7
2024-06-23 02:15:00,15.835,0.0,1.672,17,0,0,0,0,37.2,0,0,0,0,0,87.4
2024-06-23 02:30:00,16.529,8.0,4.695,17,0,0,0,0,39,0,0,0,0,0,88.3
2024-06-23 02:45:00,17.475,16.0,8.37,17,6,0,6,6,43.9,3,0,3,3,0,89.3
2024-06-23 03:00:00,18.406,32.0,13.399,17,21,6,22,21,40.8,13,0,13,13,0,90.3
2024-06-23 03:15:00,19.574,52.0,19.387,17,38,42,42,36,26,31,0,31,30,0,90.1
2024-06-23 03:30:00,20.587,64.0,23.362,17,54,96,68,49,26.9,50,0,50,48,0,88.7
2024-06-23 03:45:00,22.103,68.0,25.671,17,70,157,99,64,19.7,80,0,80,77,0,87.3
2024-06-23 04:00:00,23.741,76.0,26.799,18,85,218,134,91,12,101,74,118,101,0,86
2024-06-23 04:15:00,24.661,80.0,31.746,18,99,275,173,123,4.4,108,213,165,125,0,84.1
2024-06-23 04:30:00,26.827,108.0,41.444,19,112,327,214,161,3.6,121,272,206,161,0,81.8
2024-06-23 04:45:00,29.973,144.0,51.207,19,124,374,256,203,0,124,374,256,203,0,79.5
2024-06-23 05:00:00,30.528,180.0,62.43,20,135,417,300,248,0,135,417,300,248,0,77.4
2024-06-23 05:15:00,31.626,228.0,74.577,20,145,455,344,295,0,145,455,344,295,0,75.1
2024-06-23 05:30:00,32.29,272.0,88.081,21,154,490,388,344,0,154,490,388,344,0,72.7
2024-06-23 05:45:00,32.746,208.0,100.768,22,162,520,432,393,0,162,520,432,393,0,70.4
2024-06-23 06:00:00,32.828,344.0,113.263,22,170,548,475,443,0,170,548,475,443,0,68.2
2024-06-23 06:15:00,31.083,392.0,127.158,23,177,572,518,493,0,177,572,518,493,0,65.7
2024-06-23 06:30:00,30.969,432.0,140.61,23,183,594,559,541,0,183,594,559,541,0,63.1
2024-06-23 06:45:00,31.633,476.0,152.905,24,189,614,598,589,0,189,614,598,589,0,60.5
2024-06-23 07:00:00,32.357,520.0,164.526,24,194,632,636,635,0,194,632,636,635,0,58.1
2024-06-23 07:15:00,33.085,544.0,175.223,25,199,648,673,679,0,199,648,673,679,0,55.3
2024-06-23 07:30:00,33.27,576.0,187.154,25,203,662,707,721,0,203,662,707,721,0,52.1
2024-06-23 07:45:00,33.606,604.0,196.854,26,206,675,739,760,0,206,675,739,760,0,49.2
2024-06-23 08:00:00,34.182,620.0,205.861,27,210,686,768,796,0,210,686,768,796,0,46.4
2024-06-23 08:15:00,34.651,628.0,213.803,27,213,695,795,830,0,213,695,795,830,0,44.1
2024-06-23 08:30:00,35.053,628.0,222.364,27,215,703,819,859,0,215,703,819,859,0,42.2
2024-06-23 08:45:00,35.468,640.0,228.265,28,210,723,844,890,0,210,723,844,890,0,40.3
2024-06-23 09:00:00,35.953,640.0,234.309,28,197,753,869,921,0,197,753,869,921,0,38.6
2024-06-23 09:15:00,36.022,644.0,238.972,29,182,783,891,948,0,182,783,891,948,0,37.3
2024-06-23 09:30:00,36.449,640.0,241.888,29,165,812,909,971,0,165,812,909,971,0,36.4
2024-06-23 09:45:00,36.885,644.0,244.995,30,157,827,921,987,0,157,827,921,987,0,35.6
2024-06-23 10:00:00,37.29,644.0,246.206,30,158,828,927,994,0,158,828,927,994,0,34.8
2024-06-23 10:15:00,37.546,640.0,245.923,30,158,829,929,997,0,158,829,929,997,0,34.1
2024-06-23 10:30:00,37.456,644.0,246.286,31,158,828,928,996,0,158,828,928,996,0,33.5
2024-06-23 10:45:00,37.992,636.0,244.552,31,158,827,924,991,0,158,827,924,991,0,32.9
2024-06-23 11:00:00,37.897,628.0,241.738,31,157,825,917,982,0,157,825,917,982,0,32.4
2024-06-23 11:15:00,38.101,620.0,238.682,31,157,823,907,969,0,157,823,907,969,0,32
2024-06-23 11:30:00,38.737,408.0,233.922,31,156,819,894,952,0,156,819,894,952,0,31.8
2024-06-23 11:45:00,38.828,608.0,228.649,32,156,813,877,930,0,156,813,877,930,0,31.7
2024-06-23 12:00:00,39.233,600.0,222.967,32,158,803,856,905,0,158,803,856,905,0,31.5
2024-06-23 12:15:00,38.798,588.0,215.531,32,159,792,833,875,0,159,792,833,875,0,31.3
2024-06-23 12:30:00,39.06,576.0,207.927,32,160,781,807,843,0,160,781,807,843,0,31.1
2024-06-23 12:45:00,39.308,560.0,198.395,32,160,770,779,807,0,160,770,779,807,0,30.9
2024-06-23 13:00:00,39.123,544.0,188.816,32,158,759,748,769,0,158,759,748,769,0,30.6
2024-06-23 13:15:00,38.794,520.0,178.426,32,155,748,716,729,0,155,748,716,729,0,30.6
2024-06-23 13:30:00,38.765,496.0,167.913,32,152,735,681,685,0,152,735,681,685,0,30.6
2024-06-23 13:45:00,38.383,464.0,156.55,32,149,720,644,640,0,149,720,644,640,0,30.7
2024-06-23 14:00:00,38.343,436.0,144.206,32,146,704,605,592,0,146,704,605,592,0,30.7
2024-06-23 14:15:00,38.506,396.0,131.294,32,142,686,565,543,0,142,686,565,543,0,30.8
2024-06-23 14:30:00,38.538,356.0,118.151,32,138,665,523,493,0,138,665,523,493,0,31
2024-06-23 14:45:00,38.192,312.0,105.384,32,133,641,480,441,0,133,641,480,441,0,31.2
2024-06-23 15:00:00,38.093,264.0,92.248,32,129,612,436,389,0,129,612,436,389,0,31.4
2024-06-23 15:15:00,38.447,224.0,79.325,32,124,580,391,337,0,124,580,391,337,0,31.7
2024-06-23 15:30:00,39.502,184.0,66.589,32,118,544,346,287,4.1,138,462,332,279,0,32.2
2024-06-23 15:45:00,39.392,136.0,54.419,31,111,504,301,238,6,136,389,283,231,0,32.6
2024-06-23 16:00:00,39.131,96.0,41.392,31,102,461,257,191,7.3,127,331,238,188,0,33.1
2024-06-23 16:15:00,37.191,56.0,26.115,31,93,411,214,147,3.8,105,345,205,147,0,33.9
2024-06-23 16:30:00,34.133,32.0,14.628,30,83,355,172,108,0,83,355,172,108,0,34.9
2024-06-23 16:45:00,32.729,24.0,12.772,30,72,290,132,75,12.6,87,134,117,88,0,36.1
2024-06-23 17:00:00,31.446,20.0,11.182,29,60,216,96,50,21.6,75,0,75,72,0,37.2
2024-06-23 17:15:00,30.396,12.0,8.414,29,46,137,63,40,21.9,50,0,50,48,0,38.4
2024-06-23 17:30:00,29.326,8.0,5.04,28,31,59,37,29,29.4,26,0,26,25,0,39.5
2024-06-23 17:45:00,28.076,0.0,1.837,28,15,7,16,15,38.1,10,0,10,10,0,40.7
2024-06-23 18:00:00,27.07,0.0,0.677,27,2,0,2,2,29.1,1,0,1,1,0,41.9
2024-06-23 18:15:00,26.042,0.0,0.618,27,0,0,0,0,37.2,0,0,0,0,0,43.4
2024-06-23 18:30:00,25.618,0.0,0.618,26,0,0,0,0,35.7,0,0,0,0,0,45
2024-06-23 18:45:00,25.241,0.0,0.622,26,0,0,0,0,39.8,0,0,0,0,0,46.7
2024-06-23 19:00:00,24.932,0.0,0.619,25,0,0,0,0,46.3,0,0,0,0,0,48.5
2024-06-23 19:15:00,24.58,0.0,0.619,25,0,0,0,0,54.1,0,0,0,0,0,50.5
2024-06-23 19:30:00,24.076,0.0,0.619,24,0,0,0,0,59.2,0,0,0,0,0,52.5
2024-06-23 19:45:00,23.851,0.0,0.616,24,0,0,0,0,55,0,0,0,0,0,54.7
2024-06-23 20:00:00,23.443,0.0,0.62,23,0,0,0,0,28,0,0,0,0,0,56.9
2024-06-23 20:15:00,23.076,0.0,0.619,23,0,0,0,0,44.2,0,0,0,0,0,58.8
2024-06-23 20:30:00,22.827,0.0,0.612,23,0,0,0,0,41.6,0,0,0,0,0,60.2
2024-06-23 20:45:00,22.493,0.0,0.604,22,0,0,0,0,47.8,0,0,0,0,0,61.7
2024-06-23 21:00:00,21.526,0.0,0.601,22,0,0,0,0,45.7,0,0,0,0,0,63.3
2024-06-23 21:15:00,21.336,0.0,0.604,22,0,0,0,0,23.4,0,0,0,0,0,65.1
2024-06-23 21:30:00,21.379,0.0,0.602,21,0,0,0,0,62.2,0,0,0,0,0,67.1
2024-06-23 21:45:00,21.453,0.0,0.601,21,0,0,0,0,73,0,0,0,0,0,69.2
2024-06-23 22:00:00,21.489,0.0,0.607,20,0,0,0,0,73.6,0,0,0,0,0,71.4
2024-06-23 22:15:00,21.467,0.0,0.609,20,0,0,0,0,27.3,0,0,0,0,0,73.1
2024-06-23 22:30:00,21.103,0.0,0.609,20,0,0,0,0,38.3,0,0,0,0,0,74.4
2024-06-23 22:45:00,20.243,0.0,0.61,20,0,0,0,0,72.7,0,0,0,0,0,75.7
2024-06-23 23:00:00,20.117,0.0,0.605,20,0,0,0,0,75.1,0,0,0,0,0,77
2024-06-23 23:15:00,20.07,0.0,0.61,20,0,0,0,0,86.8,0,0,0,0,0,77.1
2024-06-23 23:30:00,19.671,0.0,0.608,20,0,0,0,0,62.2,0,0,0,0,0,75.9
2024-06-23 23:45:00,19.459,0.0,0.607,20,0,0,0,0,52.9,0,0,0,0,0,74.7
2024-06-24 00:00:00,20.563,0.0,0.604,20,0,0,0,0,53.5,0,0,0,0,0,73.6
2024-06-24 00:15:00,21.034,0.0,0.602,20,0,0,0,0,39.3,0,0,0,0,0,73.4
2024-06-24 00:30:00,20.67,0.0,0.608,20,0,0,0,0,47.4,0,0,0,0,0,74.4
2024-06-24 00:45:00,20.738,0.0,0.612,20,0,0,0,0,30.1,0,0,0,0,0,75.3
2024-06-24 01:00:00,20.53,0.0,0.612,20,0,0,0,0,25.2,0,0,0,0,0,76.2
2024-06-24 01:15:00,19.782,0.0,0.612,19,0,0,0,0,20.1,0,0,0,0,0,77.3
2024-06-24 01:30:00,19.353,0.0,0.611,19,0,0,0,0,26.9,0,0,0,0,0,78.5
2024-06-24 01:45:00,19.237,0.0,0.606,19,0,0,0,0,42.3,0,0,0,0,0,79.8
2024-06-24 02:00:00,19.18,0.0,0.61,19,0,0,0,0,29,0,0,0,0,0,81
2024-06-24 02:15:00,20.766,0.0,0.673,19,0,0,0,0,39.2,0,0,0,0,0,82.2
2024-06-24 02:30:00,22.281,0.0,2.799,19,0,0,0,0,50.9,0,0,0,0,0,83.2
2024-06-24 02:45:00,22.695,8.0,5.877,19,6,0,6,6,47.3,3,0,3,3,0,84.3
2024-06-24 03:00:00,22.618,16.0,9.393,18,21,14,22,20,39.8,14,0,14,14,0,85.4
2024-06-24 03:15:00,22.702,36.0,14.658,19,37,68,44,34,27.2,32,0,32,31,0,84.6
2024-06-24 03:30:00,22.868,36.0,15.663,19,51,133,70,45,20.2,57,0,57,55,0,82.2
2024-06-24 03:45:00,22.899,40.0,17.741,20,65,199,102,59,8.4,75,102,94,70,0,79.8
2024-06-24 04:00:00,23.597,48.0,23.306,20,79,261,137,87,3.4,84,216,133,90,0,77.5
2024-06-24 04:15:00,24.152,72.0,30.744,21,91,318,176,120,0.7,92,307,175,120,0,75.2
2024-06-24 04:30:00,25.472,96.0,40.107,21,102,369,216,158,0.1,102,367,216,158,0,72.9
2024-06-24 04:45:00,27.322,136.0,50.814,22,112,413,258,201,0.6,115,403,257,200,0,70.8
2024-06-24 05:00:00,27.755,180.0,62.756,23,122,453,301,246,0,122,453,301,246,0,68.7
2024-06-24 05:15:00,28.356,224.0,74.205,24,131,488,344,293,0,131,488,344,293,0,67.1
2024-06-24 05:30:00,28.659,272.0,88.177,24,139,520,387,341,0,139,520,387,341,0,65.8
2024-06-24 05:45:00,29.082,204.0,100.441,25,146,549,430,390,0,146,549,430,390,0,64.6
2024-06-24 06:00:00,29.69,348.0,113.923,25,151,578,473,440,0,151,578,473,440,0,63.4
2024-06-24 06:15:00,29.144,396.0,126.769,26,156,603,515,490,0,156,603,515,490,0,62
2024-06-24 06:30:00,29.601,424.0,133.495,26,160,626,556,538,0,160,626,556,538,0,60.5
2024-06-24 06:45:00,30.165,464.0,150.127,26,164,646,595,586,0.9,173,625,589,580,0,59
2024-06-24 07:00:00,30.549,520.0,165.325,27,168,663,632,631,0,168,663,632,631,0,57.5
2024-06-24 07:15:00,30.986,520.0,158.275,27,172,678,668,674,0,172,678,668,674,0,56.2
2024-06-24 07:30:00,31.612,556.0,180.955,28,175,691,701,716,0,175,691,701,716,0,55
2024-06-24 07:45:00,31.909,604.0,191.409,28,178,703,732,754,0,178,703,732,754,0,53.8
2024-06-24 08:00:00,31.961,584.0,191.449,29,180,714,761,790,0,180,714,761,790,0,52.7
2024-06-24 08:15:00,32.184,624.0,209.6,29,182,723,788,823,0,182,723,788,823,0,51.8
2024-06-24 08:30:00,32.772,620.0,213.033,29,184,731,811,853,0,184,731,811,853,0,51
2024-06-24 08:45:00,32.56,636.0,225.423,30,182,742,833,880,0,182,742,833,880,0,50.3
2024-06-24 09:00:00,33.535,640.0,231.784,30,178,757,853,905,0,178,757,853,905,0,49.6
2024-06-24 09:15:00,33.128,640.0,235.527,30,172,771,871,927,0,172,771,871,927,0,48.6
2024-06-24 09:30:00,33.814,644.0,241.095,30,166,785,885,945,0,166,785,885,945,0,47.5
2024-06-24 09:45:00,33.965,648.0,244.656,31,163,792,895,958,0,163,792,895,958,0,46.4
2024-06-24 10:00:00,34.04,604.0,230.722,31,164,794,901,966,0,164,794,901,966,0,45.3
2024-06-24 10:15:00,34.459,652.0,249.399,31,164,795,904,969,2.3,198,736,883,944,0,44.7
2024-06-24 10:30:00,34.561,628.0,241.365,31,163,795,903,968,7.4,267,612,837,888,0,44.8
2024-06-24 10:45:00,35.142,640.0,246.618,31,163,794,899,963,5.9,247,646,846,899,0,44.8
2024-06-24 11:00:00,35.029,656.0,252.221,31,162,793,892,954,5.5,240,655,843,896,0,44.8
2024-06-24 11:15:00,35.467,632.0,246.799,31,161,790,882,942,11.5,312,514,781,819,0,44.9
2024-06-24 11:30:00,35.764,576.0,226.642,31,160,787,869,925,14.7,346,438,741,771,0,45.1
2024-06-24 11:45:00,34.504,380.0,141.831,31,164,774,851,902,20,397,320,681,698,0,45.3
2024-06-24 12:00:00,34.88,332.0,160.563,31,174,752,828,873,23.2,425,242,636,644,0,45.5
2024-06-24 12:15:00,34.531,536.0,173.228,31,182,729,802,841,10.1,298,497,720,745,0,45.5
2024-06-24 12:30:00,35.077,468.0,209.391,31,189,706,773,806,0,189,706,773,806,0,45.3
2024-06-24 12:45:00,35.016,564.0,189.29,31,191,688,744,770,0,191,688,744,770,0,45.1
2024-06-24 13:00:00,35.325,528.0,179.07,31,188,676,714,732,0,188,676,714,732,0,44.9
2024-06-24 13:15:00,35.187,508.0,168.09,31,185,662,682,693,0,185,662,682,693,0,44.8
2024-06-24 13:30:00,35.4,496.0,165.879,31,181,647,647,650,0,181,647,647,650,0,44.7
2024-06-24 13:45:00,35.322,456.0,150.494,31,177,632,611,606,0,177,632,611,606,0,44.6
2024-06-24 14:00:00,35.274,428.0,141.62,31,171,617,573,561,0,171,617,573,561,0,44.6
2024-06-24 14:15:00,35.282,400.0,132.035,31,164,599,534,514,0,164,599,534,514,0.2,44.9
2024-06-24 14:30:00,35.096,368.0,119.938,31,158,580,494,466,0,158,580,494,466,0.2,45.8
2024-06-24 14:45:00,34.382,320.0,106.203,30,150,559,453,418,0,150,559,453,418,0.2,46.6
2024-06-24 15:00:00,34.423,272.0,93.196,30,142,537,411,369,0,142,537,411,369,0.2,47.5
2024-06-24 15:15:00,34.342,216.0,75.597,30,133,512,369,321,0,133,512,369,321,0,48.1
2024-06-24 15:30:00,34.557,152.0,54.771,30,124,483,327,273,0.3,125,477,326,273,0,48.3
2024-06-24 15:45:00,33.507,80.0,30.364,30,114,451,285,227,0,114,451,285,227,0,48.5
2024-06-24 16:00:00,31.704,32.0,15.082,29,103,416,243,183,2.7,111,372,237,183,0,48.7
2024-06-24 16:15:00,30.471,24.0,11.792,29,92,376,203,142,18,133,114,167,144,0,49.2
2024-06-24 16:30:00,30.057,20.0,10.712,29,81,331,164,105,30.1,110,22,115,108,0,50.1
2024-06-24 16:45:00,29.879,20.0,9.844,29,69,278,127,72,40.9,75,0,75,73,0,50.9
2024-06-24 17:00:00,29.422,12.0,7.851,28,56,217,93,48,41.7,54,0,54,52,0,51.8
2024-06-24 17:15:00,28.837,4.0,5.755,28,43,151,62,37,44.1,34,0,34,33,0,52.8
2024-06-24 17:30:00,28.43,0.0,3.71,28,29,79,36,27,26.7,27,0,27,26,0,53.7
2024-06-24 17:45:00,28.143,0.0,1.684,27,15,15,16,14,37.4,10,0,10,10,0,54.6
2024-06-24 18:00:00,28.06,0.0,0.78,27,2,0,2,2,44.7,1,0,1,1,0,55.6
2024-06-24 18:15:00,27.882,0.0,0.624,27,0,0,0,0,26.1,0,0,0,0,0,56.4
2024-06-24 18:30:00,27.665,0.0,0.623,26,0,0,0,0,45.4,0,0,0,0,0,57
2024-06-24 18:45:00,27.408,0.0,0.623,26,0,0,0,0,42.6,0,0,0,0,0,57.7
2024-06-24 19:00:00,27.06,0.0,0.623,26,0,0,0,0,37.1,0,0,0,0,0,58.3
2024-06-24 19:15:00,26.716,0.0,0.621,26,0,0,0,0,32.7,0,0,0,0,0,59
2024-06-24 19:30:00,26.402,0.0,0.621,25,0,0,0,0,39.1,0,0,0,0,0,59.6
2024-06-24 19:45:00,26.075,0.0,0.621,25,0,0,0,0,55.4,0,0,0,0,0,60.2
2024-06-24 20:00:00,25.813,0.0,0.623,25,0,0,0,0,54.5,0,0,0,0,0,60.8
2024-06-24 20:15:00,25.665,0.0,0.626,25,0,0,0,0,53,0,0,0,0,0,61.2
2024-06-24 20:30:00,25.644,0.0,0.619,24,0,0,0,0,45,0,0,0,0,0,61.6
2024-06-24 20:45:00,25.597,0.0,0.621,24,0,0,0,0,34.1,0,0,0,0,0,62
2024-06-24 21:00:00,25.406,0.0,0.62,24,0,0,0,0,25.8,0,0,0,0,0,62.3
2024-06-24 21:15:00,25.186,0.0,0.619,24,0,0,0,0,22.1,0,0,0,0,0,63
2024-06-24 21:30:00,24.935,0.0,0.618,24,0,0,0,0,22.9,0,0,0,0,0,63.9
2024-06-24 21:45:00,24.684,0.0,0.623,23,0,0,0,0,20.7,0,0,0,0,0,64.9
2024-06-24 22:00:00,24.387,0.0,0.618,23,0,0,0,0,19.8,0,0,0,0,0,65.8
2024-06-24 22:15:00,24.24,0.0,0.62,23,0,0,0,0,20.4,0,0,0,0,0,66.6
2024-06-24 22:30:00,24.091,0.0,0.618,23,0,0,0,0,21.5,0,0,0,0,0,67.2
2024-06-24 22:45:00,23.767,0.0,0.618,22,0,0,0,0,26.1,0,0,0,0,0,67.9
2024-06-24 23:00:00,23.571,0.0,0.617,22,0,0,0,0,32.7,0,0,0,0,0,68.5
