,172,D.156.DELTA,D.171.ISIRR,SARAH Clearsky Shortwave (W/m²),SARAH DNI - backwards (W/m²),SARAH Diffuse Shortwave Radiation (W/m²),SARAH Global tilted radiation GTI (W/m²),SARAH Photosynthetic active radiation (W/m²),SARAH Photosynthetic photon flux density (µmol/m²),SARAH Shortwave Radiation (W/m²),ERA5T Temperature (°C),ERA5T Daylight Duration (min),ERA5T Cloud Cover Total (%),ERA5T DNI - backwards (W/m²)
2022-05-15 14:00:00,30.851,1364.0,382.685,621.0,428.0,260.0,527.0967,256.8,1173.5759,535.0,25.03,60.0,20.0,153.6244
2022-05-15 15:00:00,31.193,608.0,204.341,358.0,584.0,119.0,320.61157,171.84,785.30884,358.0,24.88,60.0,61.0,209.1264
2022-05-15 16:00:00,29.761,224.0,87.572,222.0,428.0,92.0,147.58267,103.68,473.81763,216.0,24.04,60.0,65.0,298.8329
2022-05-15 17:00:00,24.717,16.0,11.519,62.0,119.0,36.0,28.701153,24.96,114.0672,52.0,22.87,60.0,7.0,237.50406
2022-05-15 18:00:00,22.262,0.0,2.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,33.0,4.0,11.473705
2022-05-15 19:00:00,21.415,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,8.0,0.0
2022-05-15 20:00:00,19.611,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,11.0,0.0
2022-05-15 21:00:00,18.97,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88,0.0,22.0,0.0
2022-05-15 22:00:00,17.915,0.0,2.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,0.0,74.0,0.0
2022-05-15 23:00:00,17.375,0.0,2.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,0.0,31.0,0.0
2022-05-16 00:00:00,16.64,0.0,2.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.97,0.0,37.0,0.0
2022-05-16 01:00:00,15.635,0.0,2.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,0.0,21.0,0.0
2022-05-16 02:00:00,15.856,0.0,4.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,0.0,17.0,0.0
2022-05-16 03:00:00,17.643,112.0,42.869,8.0,0.0,1.0,0.8467898,0.48,2.1936,1.0,14.38,20.0,22.0,0.0
2022-05-16 04:00:00,19.027,288.0,98.474,123.0,0.0,20.0,17.05294,9.599999,43.871998,20.0,15.07,60.0,36.0,208.79291
2022-05-16 05:00:00,22.977,980.0,305.846,296.0,78.0,134.0,121.32765,78.72,359.75043,164.0,16.52,60.0,39.0,307.425
2022-05-16 06:00:00,24.643,2008.0,563.493,477.0,336.0,203.0,328.57983,185.28,846.7296,386.0,18.41,60.0,29.0,519.94824
2022-05-16 07:00:00,27.31,2260.0,709.862,645.0,670.0,185.0,611.1964,300.96,1375.3872,627.0,19.99,60.0,48.0,486.35614
2022-05-16 08:00:00,28.64,2840.0,828.794,787.0,456.0,316.0,692.4014,323.52,1478.4865,674.0,22.03,60.0,42.0,484.02383
2022-05-16 09:00:00,29.974,3060.0,959.98,880.0,515.0,328.0,825.9335,370.56,1693.4592,772.0,23.32,60.0,48.0,585.84186
2022-05-16 10:00:00,29.564,2808.0,967.977,922.0,714.0,243.0,976.88153,423.36,1934.7552,882.0,25.12,60.0,48.0,532.83624
2022-05-16 11:00:00,30.84,3236.0,991.151,911.0,780.0,206.0,998.82263,430.56,1967.6593,897.0,25.36,60.0,19.0,456.28595
2022-05-16 12:00:00,31.518,2848.0,853.505,846.0,801.0,179.0,922.35004,406.08,1855.7856,846.0,26.11,60.0,29.0,550.2739
2022-05-16 13:00:00,31.073,2184.0,687.078,782.0,671.0,225.0,789.44244,359.03998,1640.8127,748.0,26.52,60.0,41.0,500.69104
2022-05-16 14:00:00,31.486,1516.0,431.143,602.0,714.0,154.0,600.00037,288.96,1320.5472,602.0,26.65,60.0,38.0,470.12396
2022-05-16 15:00:00,30.676,604.0,188.813,383.0,557.0,132.0,330.98093,180.0,822.60004,375.0,25.93,60.0,44.0,442.1252
2022-05-16 16:00:00,28.395,204.0,74.787,225.0,385.0,102.0,147.22626,101.28,462.8496,211.0,25.09,60.0,34.0,323.2896
2022-05-16 17:00:00,24.77,20.0,14.168,62.0,79.0,37.0,30.702076,22.08,100.9056,46.0,23.91,60.0,22.0,147.46184
2022-05-16 18:00:00,22.064,0.0,2.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,34.0,11.0,11.473705
2022-05-16 19:00:00,20.062,0.0,2.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0
2022-05-16 20:00:00,17.883,0.0,2.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,0.0,0.0,0.0
2022-05-16 21:00:00,17.649,0.0,2.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.07,0.0,4.0,0.0
2022-05-16 22:00:00,16.93,0.0,2.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.94,0.0,19.0,0.0
2022-05-16 23:00:00,17.335,0.0,2.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.41,0.0,21.0,0.0
2022-05-17 00:00:00,17.868,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,11.0,0.0
2022-05-17 01:00:00,17.186,0.0,2.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24,0.0,5.7000003,0.0
2022-05-17 02:00:00,17.104,0.0,4.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,0.0,6.9,0.0
2022-05-17 03:00:00,17.552,88.0,38.047,10.0,18.0,6.0,5.271017,3.36,15.3552,7.0,15.04,21.0,18.0,0.0
2022-05-17 04:00:00,22.123,348.0,130.42,125.0,160.0,68.0,50.98761,48.48,221.5536,101.0,15.21,60.0,14.0,220.28139
2022-05-17 05:00:00,25.365,1100.0,335.48,276.0,452.0,111.0,158.45412,127.2,581.304,265.0,18.2,60.0,8.0,431.01956
2022-05-17 06:00:00,24.969,1956.0,548.656,,,,,,,,20.43,60.0,20.1,615.17957
2022-05-17 07:00:00,27.179,2384.0,741.7,647.0,732.0,160.0,629.0104,310.56,1419.2593,647.0,22.43,60.0,9.0,536.0531
2022-05-17 08:00:00,28.843,3016.0,894.271,785.0,736.0,194.0,804.4765,369.6,1689.0721,770.0,24.57,60.0,9.0,709.0121
2022-05-17 09:00:00,29.675,3000.0,888.001,880.0,811.0,182.0,951.23254,422.4,1930.368,880.0,25.78,60.0,18.6,730.53906
2022-05-17 10:00:00,31.182,2976.0,998.42,924.0,824.0,185.0,1017.4202,443.52,2026.8865,924.0,26.59,60.0,19.2,742.3538
2022-05-17 11:00:00,32.319,3116.0,954.808,913.0,820.0,184.0,1007.23663,438.24,2002.7568,913.0,27.22,60.0,26.0,761.6596
2022-05-17 12:00:00,32.931,1868.0,560.371,848.0,713.0,222.0,894.39246,393.12,1796.5585,819.0,27.9,60.0,11.0,665.7414
2022-05-17 13:00:00,32.478,1344.0,460.773,734.0,394.0,312.0,617.37634,290.88,1329.3217,606.0,28.32,60.0,18.6,542.06055
2022-05-17 14:00:00,33.875,1332.0,376.904,583.0,389.0,251.0,470.66263,233.76,1068.2832,487.0,28.21,60.0,27.900002,389.25925
2022-05-17 15:00:00,32.956,620.0,188.388,408.0,481.0,158.0,335.78748,182.4,833.568,380.0,27.84,60.0,37.0,323.68353
2022-05-17 16:00:00,29.046,100.0,42.334,227.0,280.0,115.0,140.24336,93.119995,425.55838,194.0,25.58,60.0,80.0,132.47864
2022-05-17 17:00:00,26.438,4.0,5.548,67.0,67.0,37.0,30.726898,22.08,100.9056,46.0,23.86,60.0,92.0,18.126053
2022-05-17 18:00:00,21.631,0.0,3.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19,35.0,85.0,0.0
2022-05-17 19:00:00,21.159,0.0,2.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,0.0,62.0,0.0
2022-05-17 20:00:00,20.451,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08,0.0,70.0,0.0
2022-05-17 21:00:00,20.074,0.0,2.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,0.0,66.0,0.0
2022-05-17 22:00:00,19.354,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66,0.0,84.0,0.0
2022-05-17 23:00:00,18.646,0.0,2.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0.0,52.0,0.0
2022-05-18 00:00:00,17.395,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,0.0,95.0,0.0
2022-05-18 01:00:00,15.78,0.0,2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.44,0.0,99.0,0.0
2022-05-18 02:00:00,14.884,0.0,2.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,0.0,100.0,0.0
2022-05-18 03:00:00,14.142,4.0,10.738,11.0,0.0,1.0,0.846786,0.48,2.1936,1.0,13.75,22.0,100.0,0.0
2022-05-18 04:00:00,13.387,60.0,28.722,128.0,0.0,11.0,9.352881,5.2799997,24.1296,11.0,12.59,60.0,100.0,7.7105045
2022-05-18 05:00:00,13.368,240.0,68.256,301.0,0.0,38.0,32.46334,18.24,83.356804,38.0,11.17,60.0,100.0,0.0
2022-05-18 06:00:00,14.479,752.0,197.987,482.0,0.0,93.0,79.79822,44.64,204.0048,93.0,10.46,60.0,100.0,0.0
2022-05-18 07:00:00,16.326,1244.0,357.605,649.0,38.0,259.0,258.22638,137.28,627.3696,286.0,11.05,60.0,93.0,25.523773
2022-05-18 08:00:00,17.165,2064.0,561.993,786.0,55.0,366.0,382.9985,195.84,894.98883,408.0,13.19,60.0,73.0,25.214771
2022-05-18 09:00:00,18.088,2612.0,718.211,882.0,167.0,434.0,578.92596,276.96,1265.7072,577.0,14.67,60.0,64.0,260.3891
2022-05-18 10:00:00,19.025,3428.0,1067.112,925.0,622.0,284.0,924.7506,405.12,1851.3984,844.0,15.05,60.0,42.0,353.17474
2022-05-18 11:00:00,19.567,3684.0,1029.62,914.0,821.0,183.0,1005.9251,438.72,2004.9504,914.0,15.47,60.0,49.0,452.37463
2022-05-18 12:00:00,20.052,3264.0,900.253,850.0,802.0,179.0,921.876,408.0,1864.56,850.0,16.68,60.0,32.0,727.22565
2022-05-18 13:00:00,19.79,2064.0,625.989,736.0,596.0,239.0,712.70654,327.84,1498.2289,683.0,17.06,60.0,17.0,737.7374
2022-05-18 14:00:00,20.082,2000.0,531.371,586.0,472.0,233.0,510.27725,249.59999,1140.672,520.0,16.98,60.0,0.0,731.94696
2022-05-18 15:00:00,20.252,928.0,285.834,411.0,481.0,159.0,335.62064,182.87999,835.7616,381.0,17.03,60.0,9.0,715.2044
2022-05-18 16:00:00,20.251,176.0,85.438,230.0,443.0,97.0,151.85106,107.52,491.3664,224.0,16.67,60.0,66.0,528.94476
2022-05-18 17:00:00,16.693,8.0,10.174,68.0,238.0,37.0,28.037102,33.12,151.3584,69.0,15.94,60.0,43.0,291.2184
2022-05-18 18:00:00,14.729,0.0,2.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,36.0,15.0,22.94741
2022-05-18 19:00:00,13.283,0.0,2.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,0.0,16.0,0.0
2022-05-18 20:00:00,13.198,0.0,2.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,59.0,0.0
2022-05-18 21:00:00,13.451,0.0,2.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72,0.0,46.0,0.0
2022-05-18 22:00:00,13.353,0.0,2.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,65.0,0.0
2022-05-18 23:00:00,12.384,0.0,2.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,60.0,0.0
2022-05-19 00:00:00,11.504,0.0,2.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44,0.0,39.0,0.0
2022-05-19 01:00:00,12.044,0.0,2.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58,0.0,34.0,0.0
2022-05-19 02:00:00,12.272,0.0,5.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,0.0,28.0,0.0
2022-05-19 03:00:00,13.263,96.0,41.967,12.0,0.0,1.0,0.8467853,0.48,2.1936,1.0,9.52,23.0,36.0,0.0
2022-05-19 04:00:00,16.027,332.0,140.812,130.0,261.0,61.0,47.51442,56.16,256.6512,117.0,10.03,60.0,43.0,211.68076
2022-05-19 05:00:00,19.75,1184.0,353.324,303.0,542.0,108.0,176.23593,145.44,664.6608,303.0,12.57,60.0,51.0,427.68713
2022-05-19 06:00:00,18.793,2052.0,563.92,484.0,658.0,139.0,404.28275,232.31999,1061.7024,484.0,14.53,60.0,18.0,529.8054
2022-05-19 07:00:00,20.25,2408.0,713.44,651.0,733.0,160.0,628.55707,312.47998,1428.0336,651.0,16.01,60.0,34.0,534.36285
2022-05-19 08:00:00,21.433,3204.0,934.374,788.0,783.0,173.0,819.38806,378.24,1728.5568,788.0,18.32,60.0,55.0,409.1133
2022-05-19 09:00:00,22.099,3488.0,987.542,883.0,812.0,181.0,949.48883,423.84,1936.9489,883.0,18.86,60.0,59.0,339.0216
2022-05-19 10:00:00,23.321,3372.0,1051.826,927.0,824.0,185.0,1015.5319,444.96,2033.4673,927.0,19.81,60.0,78.0,389.35068
2022-05-19 11:00:00,24.376,3504.0,1000.823,916.0,821.0,184.0,1005.4573,439.68,2009.3376,916.0,20.79,60.0,71.0,451.54926
2022-05-19 12:00:00,25.105,3140.0,887.813,851.0,802.0,178.0,920.6736,408.47998,1866.7535,851.0,21.07,60.0,31.0,550.42163
2022-05-19 13:00:00,25.603,2580.0,718.51,739.0,766.0,169.0,777.828,354.72,1621.0704,739.0,21.78,60.0,38.0,707.712
2022-05-19 14:00:00,25.976,1672.0,507.924,588.0,708.0,153.0,580.94464,282.24,1289.8368,588.0,21.96,60.0,32.0,653.8201
2022-05-19 15:00:00,26.819,888.0,278.592,413.0,618.0,128.0,362.41125,198.23999,905.9568,413.0,22.16,60.0,11.0,586.83636
2022-05-19 16:00:00,28.032,172.0,81.885,232.0,479.0,91.0,153.85207,111.36,508.91522,232.0,21.97,60.0,0.0,435.16302
2022-05-19 17:00:00,22.636,8.0,10.854,71.0,244.0,38.0,28.767614,34.079998,155.74559,71.0,20.01,60.0,0.0,274.84262
2022-05-19 18:00:00,19.048,0.0,2.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.35,37.0,0.0,22.94741
2022-05-19 19:00:00,16.206,0.0,2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.0,0.0,0.0
2022-05-19 20:00:00,13.502,0.0,2.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32,0.0,0.0,0.0
2022-05-19 21:00:00,11.811,0.0,2.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26,0.0,0.0,0.0
2022-05-19 22:00:00,10.606,0.0,2.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,0.0,0.0,0.0
2022-05-19 23:00:00,9.599,0.0,2.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.0,0.0,0.0
2022-05-20 00:00:00,10.24,0.0,2.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26,0.0,3.3000002,0.0
2022-05-20 01:00:00,10.198,0.0,2.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.0,0.0
2022-05-20 02:00:00,8.54,0.0,5.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,0.0,0.0,0.0
2022-05-20 03:00:00,12.362,72.0,43.876,13.0,27.0,7.0,5.870905,4.3199997,19.7424,9.0,11.0,24.0,0.0,0.0
2022-05-20 04:00:00,17.781,352.0,158.614,132.0,379.0,61.0,53.40542,64.799995,296.136,135.0,11.48,60.0,0.0,281.78494
2022-05-20 05:00:00,24.533,1188.0,351.281,305.0,593.0,98.0,175.22482,150.23999,686.5968,313.0,14.19,60.0,13.500001,505.44885
2022-05-20 06:00:00,24.185,2044.0,574.363,486.0,659.0,139.0,404.23965,233.28,1066.0896,486.0,17.09,60.0,13.500001,653.05304
2022-05-20 07:00:00,26.973,2428.0,763.103,653.0,734.0,160.0,628.32446,313.44,1432.4209,653.0,20.04,60.0,17.400002,740.45074
2022-05-20 08:00:00,29.162,2980.0,882.077,790.0,783.0,174.0,818.9789,379.19998,1732.944,790.0,22.84,60.0,26.1,787.27014
2022-05-20 09:00:00,30.004,3336.0,1010.235,885.0,812.0,182.0,948.9648,424.8,1941.336,885.0,24.25,60.0,4.2000003,781.6502
2022-05-20 10:00:00,30.695,3100.0,1023.735,928.0,824.0,184.0,1014.1645,445.44,2035.6609,928.0,25.48,60.0,2.7,815.1683
2022-05-20 11:00:00,31.428,3284.0,984.282,918.0,821.0,184.0,1005.10913,440.63998,2013.7249,918.0,26.31,60.0,4.8,844.98706
2022-05-20 12:00:00,31.59,2988.0,872.583,853.0,802.0,179.0,920.31165,409.44,1871.1409,853.0,26.84,60.0,9.6,789.22406
2022-05-20 13:00:00,31.526,2248.0,690.548,741.0,766.0,170.0,777.6966,355.68,1625.4576,741.0,27.25,60.0,7.8,734.2263
2022-05-20 14:00:00,31.077,1696.0,477.337,590.0,708.0,153.0,581.08563,283.19998,1294.224,590.0,27.29,60.0,4.8,733.48035
2022-05-20 15:00:00,31.616,924.0,293.343,416.0,619.0,129.0,363.72168,199.68,912.5376,416.0,27.07,60.0,17.400002,658.2821
2022-05-20 16:00:00,31.349,172.0,85.6,235.0,439.0,99.0,153.59248,109.439995,500.1408,228.0,26.52,60.0,24.6,527.1191
2022-05-20 17:00:00,24.338,8.0,11.272,73.0,247.0,40.0,30.217855,35.04,160.13281,73.0,25.02,60.0,26.400002,333.89392
2022-05-20 18:00:00,20.589,0.0,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,38.0,29.1,22.94741
2022-05-20 19:00:00,20.096,0.0,2.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,28.2,0.0
2022-05-20 20:00:00,19.397,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34,0.0,28.2,0.0
2022-05-20 21:00:00,18.627,0.0,2.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.0,27.300001,0.0
2022-05-20 22:00:00,17.752,0.0,2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,0.0,25.500002,0.0
2022-05-20 23:00:00,16.505,0.0,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,0.0,9.3,0.0
2022-05-21 00:00:00,15.284,0.0,2.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0.0,0.90000004,0.0
2022-05-21 01:00:00,14.611,0.0,2.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0
2022-05-21 02:00:00,13.924,0.0,6.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.0,0.0,0.0
2022-05-21 03:00:00,15.317,72.0,36.838,14.0,35.0,8.0,6.670134,4.7999997,21.935999,10.0,13.62,25.0,0.0,0.0
2022-05-21 04:00:00,20.871,328.0,138.787,134.0,392.0,60.0,52.238304,65.76,300.52322,137.0,14.29,60.0,0.0,298.99826
2022-05-21 05:00:00,27.748,1144.0,349.387,307.0,545.0,108.0,176.40903,147.36,673.43524,307.0,16.88,60.0,1.2,511.80667
2022-05-21 06:00:00,26.986,2012.0,568.449,488.0,659.0,139.0,404.2911,234.23999,1070.4768,488.0,19.65,60.0,14.700001,652.6773
2022-05-21 07:00:00,29.731,2420.0,760.052,655.0,734.0,161.0,628.2543,314.4,1436.808,655.0,22.12,60.0,22.5,725.8983
2022-05-21 08:00:00,31.188,3084.0,911.002,792.0,783.0,174.0,818.82904,380.16,1737.3313,792.0,24.91,60.0,22.800001,784.40796
2022-05-21 09:00:00,32.242,3324.0,997.463,886.0,812.0,181.0,947.8742,425.28,1943.5297,886.0,26.71,60.0,18.6,820.3723
2022-05-21 10:00:00,33.309,3108.0,1022.177,930.0,824.0,185.0,1013.9283,446.4,2040.0481,930.0,28.25,60.0,24.900002,835.0333
2022-05-21 11:00:00,34.021,3308.0,989.159,919.0,821.0,184.0,1003.98267,441.12,2015.9185,919.0,29.14,60.0,26.1,833.6955
2022-05-21 12:00:00,34.365,2804.0,817.437,855.0,803.0,179.0,920.3813,410.4,1875.5281,855.0,29.59,60.0,26.7,813.2743
2022-05-21 13:00:00,34.526,2268.0,702.736,743.0,767.0,170.0,777.88763,356.63998,1629.8448,743.0,29.91,60.0,24.6,774.83514
2022-05-21 14:00:00,34.11,1696.0,484.481,592.0,709.0,153.0,581.46954,284.16,1298.6112,592.0,29.98,60.0,14.400001,723.8616
2022-05-21 15:00:00,33.812,820.0,262.195,418.0,483.0,163.0,338.6915,186.23999,851.11676,388.0,29.9,60.0,11.400001,628.4555
2022-05-21 16:00:00,33.026,196.0,88.397,237.0,436.0,101.0,154.33517,109.92,502.3344,229.0,29.31,60.0,3.0,486.43155
2022-05-21 17:00:00,26.906,4.0,11.107,75.0,249.0,41.0,30.947546,36.0,164.52,75.0,27.81,60.0,9.0,266.68732
2022-05-21 18:00:00,23.496,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,39.0,13.0,22.94741
2022-05-21 19:00:00,23.258,0.0,2.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,0.0,28.0,0.0
2022-05-21 20:00:00,23.532,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,33.0,0.0
2022-05-21 21:00:00,23.178,0.0,2.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.0,21.0,0.0
2022-05-21 22:00:00,22.445,0.0,2.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,45.0,0.0
2022-05-21 23:00:00,23.739,0.0,2.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.0,36.0,0.0
2022-05-22 00:00:00,23.128,0.0,2.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,0.0,42.0,0.0
2022-05-22 01:00:00,21.275,0.0,2.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,15.0,0.0
2022-05-22 02:00:00,19.755,4.0,5.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,0.0,9.3,0.0
2022-05-22 03:00:00,19.747,76.0,40.895,14.0,19.0,8.0,6.929962,4.3199997,19.7424,9.0,18.53,26.0,9.900001,0.0
2022-05-22 04:00:00,22.218,332.0,142.162,136.0,294.0,68.0,52.851788,61.92,282.9744,129.0,18.39,60.0,12.900001,258.54742
2022-05-22 05:00:00,25.662,1132.0,346.911,309.0,546.0,109.0,176.94589,148.31999,677.8224,309.0,19.66,60.0,8.400001,463.9067
2022-05-22 06:00:00,24.81,2028.0,566.525,490.0,660.0,140.0,404.47763,235.2,1074.864,490.0,21.05,60.0,6.0,590.1095
2022-05-22 07:00:00,25.884,2460.0,757.501,656.0,735.0,160.0,627.29974,314.88,1439.0017,656.0,22.33,60.0,7.0,691.0012
2022-05-22 08:00:00,27.155,3108.0,905.833,793.0,783.0,174.0,817.70514,380.63998,1739.5248,793.0,23.26,60.0,14.0,702.66675
2022-05-22 09:00:00,28.365,2776.0,834.796,888.0,812.0,182.0,947.6466,426.24,1947.9169,888.0,23.98,60.0,40.0,571.1058
2022-05-22 10:00:00,29.126,1920.0,645.462,931.0,634.0,284.0,931.83704,411.84,1882.1089,858.0,24.52,60.0,47.0,592.8541
2022-05-22 11:00:00,29.07,1320.0,390.67,921.0,130.0,327.0,449.67664,213.12,973.95844,444.0,24.4,60.0,58.0,385.28494
2022-05-22 12:00:00,27.303,600.0,185.744,857.0,80.0,295.0,360.4484,174.23999,796.2768,363.0,24.44,60.0,62.0,399.56982
2022-05-22 13:00:00,28.613,1648.0,486.958,744.0,119.0,278.0,353.16217,174.23999,796.2768,363.0,24.4,60.0,68.0,307.4838
2022-05-22 14:00:00,28.034,668.0,239.82,594.0,340.0,206.0,417.62753,204.95999,936.6672,427.0,24.87,60.0,47.0,409.03442
2022-05-22 15:00:00,27.937,648.0,200.955,420.0,38.0,187.0,176.15915,97.439995,445.30078,203.0,25.05,60.0,47.0,282.05203
2022-05-22 16:00:00,27.804,236.0,87.946,240.0,331.0,116.0,149.09384,102.24,467.23682,213.0,24.48,60.0,25.0,306.99866
2022-05-22 17:00:00,23.995,12.0,14.177,78.0,167.0,45.0,35.481743,32.64,149.16481,68.0,22.34,60.0,17.0,274.1063
2022-05-22 18:00:00,21.736,0.0,2.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51,40.0,30.0,22.94741
2022-05-22 19:00:00,20.403,0.0,2.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,30.0,0.0
2022-05-22 20:00:00,18.772,0.0,2.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.71,0.0,27.0,0.0
2022-05-22 21:00:00,17.491,0.0,2.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88,0.0,43.0,0.0
2022-05-22 22:00:00,16.238,0.0,2.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,0.0,31.0,0.0
2022-05-22 23:00:00,16.715,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.18,0.0,69.0,0.0
2022-05-23 00:00:00,16.634,0.0,2.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,0.0,90.0,0.0
2022-05-23 01:00:00,16.982,0.0,2.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,0.0,92.0,0.0
2022-05-23 02:00:00,16.882,0.0,2.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.76,0.0,96.0,0.0
2022-05-23 03:00:00,16.803,68.0,27.797,15.0,0.0,1.0,0.84678876,0.48,2.1936,1.0,14.25,27.0,99.0,0.0
2022-05-23 04:00:00,18.107,344.0,112.504,138.0,0.0,25.0,21.337622,12.0,54.840004,25.0,14.15,60.0,97.0,77.81916
2022-05-23 05:00:00,19.619,724.0,222.446,311.0,0.0,83.0,70.10075,39.84,182.0688,83.0,15.3,60.0,68.0,241.6854
2022-05-23 06:00:00,21.899,1964.0,551.299,491.0,225.0,204.0,281.34134,159.84,730.4688,333.0,16.25,60.0,32.0,459.66043
2022-05-23 07:00:00,22.208,1264.0,374.647,658.0,338.0,295.0,487.51785,250.08,1142.8656,521.0,16.87,60.0,40.0,406.04388
2022-05-23 08:00:00,22.487,1328.0,366.079,795.0,35.0,351.0,352.1904,181.92,831.37445,379.0,17.91,60.0,33.0,462.31735
2022-05-23 09:00:00,24.082,2084.0,573.666,889.0,80.0,394.0,445.80765,223.2,1020.02405,465.0,18.19,60.0,45.0,533.82605
2022-05-23 10:00:00,24.805,2040.0,620.941,933.0,144.0,443.0,579.66724,275.52,1259.1263,574.0,18.25,60.0,71.0,375.79828
2022-05-23 11:00:00,24.283,1648.0,517.108,922.0,147.0,446.0,584.68304,277.44,1267.9009,578.0,17.68,60.0,69.0,290.996
2022-05-23 12:00:00,22.452,652.0,175.673,858.0,1.0,275.0,245.00095,132.48,605.4336,276.0,16.2,60.0,36.0,137.1844
