,172,D.156.DELTA,D.171.ISIRR,SARAH Global tilted radiation GTI (W/m²),SARAH Global tilted radiation GTI (W/m²)
2025-05-15 07:00:00,22.303,2652.0,762.296,758.1355,670.1942
2025-05-15 08:00:00,24.536,3156.0,927.823,907.8849,845.4182
2025-05-15 09:00:00,26.12,3108.0,1018.763,1001.3242,964.42334
2025-05-15 10:00:00,26.946,3416.0,1043.805,1028.1171,1023.0009
2025-05-15 11:00:00,27.446,3304.0,1002.762,984.78876,1011.7971
2025-05-15 12:00:00,28.014,2984.0,891.394,877.8006,932.1072
2025-05-15 13:00:00,28.2,2412.0,708.927,715.96466,795.0965
2025-05-15 14:00:00,27.925,1564.0,500.368,517.945,610.30786
2025-05-15 15:00:00,29.181,848.0,272.588,301.6441,400.5695
2025-05-15 16:00:00,30.072,172.0,80.999,113.89541,194.5866
2025-05-15 17:00:00,21.849,8.0,10.38,16.941313,36.92479
2025-05-15 18:00:00,17.19,0.0,2.412,0.0,0.0
2025-05-15 19:00:00,16.605,0.0,2.432,0.0,0.0
2025-05-15 20:00:00,15.061,0.0,2.431,0.0,0.0
2025-05-15 21:00:00,13.293,0.0,2.388,0.0,0.0
2025-05-15 22:00:00,12.194,0.0,2.393,0.0,0.0
2025-05-15 23:00:00,11.594,0.0,2.365,0.0,0.0
2025-05-16 00:00:00,11.441,0.0,2.359,0.0,0.0
2025-05-16 01:00:00,12.51,0.0,2.379,0.0,0.0
2025-05-16 02:00:00,13.036,0.0,3.83,0.0,0.0
2025-05-16 03:00:00,13.602,84.0,31.988,1.7228028,1.8892275
2025-05-16 04:00:00,15.481,352.0,115.207,52.812737,30.949633
2025-05-16 05:00:00,18.665,864.0,250.727,146.59973,108.01413
2025-05-16 06:00:00,20.747,1204.0,336.114,325.1515,251.38843
2025-05-16 07:00:00,24.196,1556.0,435.456,463.07913,380.80164
2025-05-16 08:00:00,26.901,2064.0,618.11,625.25586,542.5159
2025-05-16 09:00:00,26.511,2100.0,588.902,639.214,573.2725
2025-05-16 10:00:00,26.723,2132.0,596.43,741.5632,695.6653
2025-05-16 11:00:00,24.278,836.0,225.72,521.0405,504.79446
2025-05-16 12:00:00,23.014,736.0,197.836,319.17783,325.46643
2025-05-16 13:00:00,21.143,580.0,176.674,232.45766,253.94434
2025-05-16 14:00:00,17.665,768.0,202.648,214.38309,243.60616
2025-05-16 15:00:00,16.365,320.0,90.067,165.88298,209.47595
2025-05-16 16:00:00,14.488,24.0,16.61,51.44957,77.29505
2025-05-16 17:00:00,12.701,0.0,3.034,10.270625,31.885143
2025-05-16 18:00:00,12.097,0.0,2.433,0.0,0.0
2025-05-16 19:00:00,12.056,0.0,2.396,0.0,0.0
2025-05-16 20:00:00,12.151,0.0,2.4,0.0,0.0
2025-05-16 21:00:00,11.964,0.0,2.389,0.0,0.0
2025-05-16 22:00:00,11.807,0.0,2.391,0.0,0.0
2025-05-16 23:00:00,11.493,0.0,2.395,0.0,0.0
2025-05-17 00:00:00,10.999,0.0,2.407,0.0,0.0
2025-05-17 01:00:00,10.745,0.0,2.401,0.0,0.0
2025-05-17 02:00:00,10.48,0.0,2.825,0.0,0.0
2025-05-17 03:00:00,10.404,4.0,10.28,7.7884603,4.7298064
2025-05-17 04:00:00,10.338,80.0,34.865,80.67977,41.50795
2025-05-17 05:00:00,10.925,328.0,96.248,98.14742,70.91839
2025-05-17 06:00:00,12.001,524.0,142.468,174.36028,137.90587
2025-05-17 07:00:00,12.669,548.0,146.046,239.1577,199.51508
2025-05-17 08:00:00,13.818,616.0,164.205,341.2065,295.2283
2025-05-17 09:00:00,13.709,532.0,148.277,332.7518,305.671
2025-05-17 10:00:00,14.945,852.0,244.245,305.96558,291.91748
2025-05-17 11:00:00,16.637,952.0,250.538,419.60336,413.6084
2025-05-17 12:00:00,14.899,228.0,63.951,250.75085,263.97302
2025-05-17 13:00:00,14.293,208.0,65.441,148.733,162.05937
2025-05-17 14:00:00,14.228,192.0,55.443,116.43683,133.69781
2025-05-17 15:00:00,13.444,108.0,36.825,92.061455,115.15546
2025-05-17 16:00:00,13.375,40.0,21.474,57.710476,86.74986
2025-05-17 17:00:00,13.02,0.0,3.753,11.48791,34.006405
2025-05-17 18:00:00,12.343,0.0,2.415,0.0,0.0
2025-05-17 19:00:00,11.582,0.0,2.386,0.0,0.0
2025-05-17 20:00:00,9.324,0.0,2.363,0.0,0.0
2025-05-17 21:00:00,8.805,0.0,1.766,0.0,0.0
2025-05-17 22:00:00,9.212,0.0,2.332,0.0,0.0
2025-05-17 23:00:00,9.543,0.0,2.345,0.0,0.0
2025-05-18 00:00:00,8.656,0.0,2.388,0.0,0.0
2025-05-18 01:00:00,8.55,0.0,2.334,0.0,0.0
2025-05-18 02:00:00,7.482,0.0,4.889,0.0,0.0
2025-05-18 03:00:00,8.608,96.0,36.541,7.8943076,4.7295876
2025-05-18 04:00:00,12.681,416.0,134.134,131.45705,56.029728
2025-05-18 05:00:00,16.065,1040.0,312.978,343.8135,236.06541
2025-05-18 06:00:00,17.283,2004.0,584.826,564.95087,453.65033
2025-05-18 07:00:00,19.529,2728.0,737.402,761.20013,673.02356
2025-05-18 08:00:00,21.514,3152.0,912.886,909.7604,846.9486
2025-05-18 09:00:00,22.796,3360.0,1012.877,1004.18945,966.88934
2025-05-18 10:00:00,23.793,3116.0,1024.266,1029.9915,1024.449
2025-05-18 11:00:00,24.816,2932.0,1056.297,986.7818,1013.333
2025-05-18 12:00:00,25.561,2848.0,855.645,881.0161,934.8286
2025-05-18 13:00:00,25.026,1812.0,987.222,700.9264,775.0403
2025-05-18 14:00:00,23.105,812.0,337.842,448.58966,521.94794
2025-05-18 15:00:00,19.578,228.0,87.201,215.32321,275.59024
2025-05-18 16:00:00,20.474,204.0,61.694,86.53504,133.78378
2025-05-18 17:00:00,17.806,20.0,28.501,11.543568,31.131046
2025-05-18 18:00:00,14.916,0.0,2.416,0.0,0.0
2025-05-18 19:00:00,14.77,0.0,2.433,0.0,0.0
2025-05-18 20:00:00,11.908,0.0,2.426,0.0,0.0
2025-05-18 21:00:00,11.919,0.0,2.379,0.0,0.0
2025-05-18 22:00:00,11.297,0.0,2.376,0.0,0.0
2025-05-18 23:00:00,10.976,0.0,2.369,0.0,0.0
2025-05-19 00:00:00,10.453,0.0,2.384,0.0,0.0
2025-05-19 01:00:00,10.212,0.0,2.385,0.0,0.0
2025-05-19 02:00:00,10.552,0.0,4.516,0.0,0.0
2025-05-19 03:00:00,12.284,68.0,33.456,10.414424,5.4603662
2025-05-19 04:00:00,16.003,312.0,125.104,133.46742,52.855545
2025-05-19 05:00:00,21.026,1156.0,330.796,345.76263,255.13133
2025-05-19 06:00:00,20.311,2080.0,558.833,577.1411,466.73456
2025-05-19 07:00:00,21.632,2048.0,659.047,683.98083,594.08185
2025-05-19 08:00:00,23.802,3120.0,814.901,868.04333,801.8401
2025-05-19 09:00:00,24.868,3040.0,996.704,1004.08234,966.7285
2025-05-19 10:00:00,25.367,2752.0,821.58,928.1227,910.02185
2025-05-19 11:00:00,26.111,3316.0,1003.149,849.70593,856.02057
2025-05-19 12:00:00,25.933,2788.0,814.417,881.1247,934.7442
2025-05-19 13:00:00,25.587,2128.0,663.572,632.9676,690.44946
2025-05-19 14:00:00,24.74,1056.0,283.212,437.00092,508.23483
2025-05-19 15:00:00,21.958,144.0,46.85,192.55174,246.41057
2025-05-19 16:00:00,21.967,88.0,42.934,52.80303,78.476616
2025-05-19 17:00:00,19.592,8.0,11.461,13.129716,33.5883
2025-05-19 18:00:00,16.013,0.0,2.463,0.0,0.0
2025-05-19 19:00:00,15.318,0.0,2.447,0.0,0.0
2025-05-19 20:00:00,15.505,0.0,2.471,0.0,0.0
2025-05-19 21:00:00,14.476,0.0,2.464,0.0,0.0
2025-05-19 22:00:00,13.175,0.0,2.425,0.0,0.0
2025-05-19 23:00:00,12.442,0.0,2.4,0.0,0.0
2025-05-20 00:00:00,10.842,0.0,2.395,0.0,0.0
2025-05-20 01:00:00,10.561,0.0,2.393,0.0,0.0
2025-05-20 02:00:00,9.965,4.0,5.71,0.0,0.0
2025-05-20 03:00:00,12.009,140.0,54.179,1.2251372,0.94414735
2025-05-20 04:00:00,15.616,312.0,144.979,135.47893,48.800003
2025-05-20 05:00:00,19.769,1180.0,367.693,347.7053,255.19862
2025-05-20 06:00:00,18.892,1944.0,548.792,578.7589,467.7726
2025-05-20 07:00:00,19.782,2056.0,598.674,679.5375,590.3049
2025-05-20 08:00:00,21.089,2992.0,901.295,849.5651,781.11566
2025-05-20 09:00:00,22.314,3084.0,1018.511,1005.04803,967.50916
2025-05-20 10:00:00,23.597,3024.0,922.756,1019.36334,1011.27106
2025-05-20 11:00:00,24.723,3208.0,955.538,915.92084,931.16797
2025-05-20 12:00:00,25.381,2484.0,719.221,867.8062,922.279
2025-05-20 13:00:00,25.328,1600.0,490.972,610.17017,662.8025
2025-05-20 14:00:00,24.713,1220.0,357.784,414.85373,474.77744
2025-05-20 15:00:00,23.922,736.0,216.51,267.13104,345.9541
2025-05-20 16:00:00,24.448,252.0,87.011,109.64638,177.66454
2025-05-20 17:00:00,21.072,12.0,11.898,18.555439,43.73686
2025-05-20 18:00:00,14.914,0.0,2.425,0.0,0.0
2025-05-20 19:00:00,13.74,0.0,2.402,0.0,0.0
2025-05-20 20:00:00,13.082,0.0,2.4,0.0,0.0
2025-05-20 21:00:00,11.109,0.0,2.384,0.0,0.0
2025-05-20 22:00:00,9.51,0.0,2.361,0.0,0.0
2025-05-20 23:00:00,8.894,0.0,2.363,0.0,0.0
2025-05-21 00:00:00,7.867,0.0,2.341,0.0,0.0
2025-05-21 01:00:00,7.965,0.0,2.333,0.0,0.0
2025-05-21 02:00:00,8.222,4.0,6.659,0.0,0.0
2025-05-21 03:00:00,10.31,72.0,42.847,11.9860325,6.2576904
2025-05-21 04:00:00,16.688,336.0,145.226,137.11324,58.203327
2025-05-21 05:00:00,24.46,1164.0,360.439,349.2202,252.70634
2025-05-21 06:00:00,23.102,2000.0,583.755,576.4342,463.45706
2025-05-21 07:00:00,25.354,2584.0,762.256,764.41473,675.92596
2025-05-21 08:00:00,26.145,2908.0,881.03,912.8189,849.65125
2025-05-21 09:00:00,27.0,2896.0,997.4,1005.0918,967.5029
2025-05-21 10:00:00,28.269,3248.0,1045.651,1032.0319,1025.9967
2025-05-21 11:00:00,29.363,3072.0,956.153,988.92804,1014.98206
2025-05-21 12:00:00,29.914,2828.0,862.714,883.42993,936.7317
2025-05-21 13:00:00,29.717,1736.0,515.115,731.49194,809.04706
2025-05-21 14:00:00,28.365,836.0,249.039,420.7233,482.52646
2025-05-21 15:00:00,29.979,688.0,236.981,265.19653,342.5719
2025-05-21 16:00:00,28.677,224.0,84.252,123.10119,205.71603
2025-05-21 17:00:00,22.792,8.0,12.215,19.293045,45.20665
2025-05-21 18:00:00,19.636,0.0,2.458,0.0,0.0
2025-05-21 19:00:00,17.832,0.0,2.461,0.0,0.0
2025-05-21 20:00:00,16.933,0.0,2.463,0.0,0.0
2025-05-21 21:00:00,16.353,0.0,2.448,0.0,0.0
2025-05-21 22:00:00,16.067,0.0,2.436,0.0,0.0
2025-05-21 23:00:00,15.62,0.0,2.429,0.0,0.0
2025-05-22 00:00:00,15.761,0.0,2.439,0.0,0.0
2025-05-22 01:00:00,15.254,0.0,2.457,0.0,0.0
2025-05-22 02:00:00,14.702,0.0,5.539,0.0,0.0
2025-05-22 03:00:00,15.695,80.0,38.823,12.716654,5.440225
2025-05-22 04:00:00,21.101,360.0,150.191,138.71376,62.447517
2025-05-22 05:00:00,26.697,1092.0,332.666,304.12592,206.83855
2025-05-22 06:00:00,26.184,1840.0,555.713,562.58386,452.6302
2025-05-22 07:00:00,27.865,2556.0,757.369,764.4638,675.9733
2025-05-22 08:00:00,29.948,2932.0,897.379,912.87103,849.5864
2025-05-22 09:00:00,31.543,2400.0,810.869,992.4445,957.5042
2025-05-22 10:00:00,31.797,3052.0,975.025,951.23553,937.8271
2025-05-22 11:00:00,32.858,3048.0,970.474,990.0524,1016.02673
2025-05-22 12:00:00,33.697,2788.0,875.171,884.63306,937.7469
2025-05-22 13:00:00,33.47,2248.0,705.376,724.50256,802.46063
2025-05-22 14:00:00,32.665,1708.0,537.572,510.74896,598.1459
2025-05-22 15:00:00,24.819,364.0,94.019,104.89899,131.7349
2025-05-22 16:00:00,19.752,0.0,6.96,49.05283,71.93739
2025-05-22 17:00:00,19.739,8.0,10.51,12.482633,33.537567
2025-05-22 18:00:00,18.544,0.0,2.477,0.0,0.0
2025-05-22 19:00:00,17.982,0.0,2.472,0.0,0.0
2025-05-22 20:00:00,17.315,0.0,2.475,0.0,0.0
2025-05-22 21:00:00,15.708,0.0,2.464,0.0,0.0
2025-05-22 22:00:00,15.925,0.0,2.457,0.0,0.0
2025-05-22 23:00:00,16.683,0.0,2.475,0.0,0.0
2025-05-23 00:00:00,15.512,0.0,2.46,0.0,0.0
2025-05-23 01:00:00,14.633,0.0,2.454,0.0,0.0
2025-05-23 02:00:00,14.412,4.0,6.813,0.0,0.0
2025-05-23 03:00:00,16.557,76.0,42.787,13.464774,6.9455166
2025-05-23 04:00:00,20.745,472.0,167.804,140.31458,63.875824
2025-05-23 05:00:00,24.113,892.0,288.049,291.2616,200.513
2025-05-23 06:00:00,25.196,1824.0,524.594,524.1667,421.14944
2025-05-23 07:00:00,26.942,2000.0,620.219,644.1482,552.92755
2025-05-23 08:00:00,28.509,2824.0,825.932,813.6926,742.4782
2025-05-23 09:00:00,29.132,3068.0,983.456,1006.22955,968.32947
2025-05-23 10:00:00,30.477,3164.0,982.579,1033.2291,1026.9158
2025-05-23 11:00:00,31.427,2968.0,980.0,977.4678,1005.6029
2025-05-23 12:00:00,31.197,1868.0,589.799,884.8779,937.8262
2025-05-23 13:00:00,30.014,1164.0,347.879,709.1284,783.41766
2025-05-23 14:00:00,32.278,1496.0,478.32,518.2727,606.9294
2025-05-23 15:00:00,32.863,752.0,258.519,318.00195,418.6096
2025-05-23 16:00:00,24.98,96.0,39.185,126.464195,209.9871
2025-05-23 17:00:00,22.402,0.0,2.956,15.845432,35.218437
2025-05-23 18:00:00,20.408,0.0,2.488,0.0,0.0
2025-05-23 19:00:00,20.4,0.0,2.481,0.0,0.0
2025-05-23 20:00:00,19.884,0.0,2.479,0.0,0.0
2025-05-23 21:00:00,19.767,0.0,2.504,0.0,0.0
2025-05-23 22:00:00,19.758,0.0,2.484,0.0,0.0
2025-05-23 23:00:00,18.72,0.0,2.633,0.0,0.0
2025-05-24 00:00:00,18.413,0.0,2.476,0.0,0.0
2025-05-24 01:00:00,17.309,0.0,2.483,0.0,0.0
2025-05-24 02:00:00,17.085,4.0,7.885,0.0,0.0
2025-05-24 03:00:00,18.526,136.0,49.937,1.7868526,0.94415045
2025-05-24 04:00:00,20.602,300.0,99.465,43.869194,31.300108
2025-05-24 05:00:00,21.482,480.0,134.437,116.89078,87.55031
2025-05-24 06:00:00,22.781,844.0,300.17,227.66997,180.48322
2025-05-24 07:00:00,25.775,2140.0,610.247,654.4089,567.0872
2025-05-24 08:00:00,26.805,1744.0,561.579,642.7943,562.03107
2025-05-24 09:00:00,28.082,2384.0,693.446,704.5022,637.9385
2025-05-24 10:00:00,28.549,2348.0,761.444,849.8567,816.2381
2025-05-24 11:00:00,29.135,2292.0,673.173,791.52203,783.29706
2025-05-24 12:00:00,28.057,1580.0,476.793,752.9113,782.9916
2025-05-24 13:00:00,26.857,932.0,289.542,555.4625,594.29456
2025-05-24 14:00:00,22.644,436.0,115.137,205.12514,232.23682
2025-05-24 15:00:00,20.029,128.0,40.838,137.81639,170.49359
2025-05-24 16:00:00,18.776,12.0,10.554,58.254025,85.023
2025-05-24 17:00:00,18.064,0.0,4.153,14.457196,37.353783
2025-05-24 18:00:00,17.638,0.0,2.454,0.0,0.0
2025-05-24 19:00:00,17.368,0.0,2.472,0.0,0.0
2025-05-24 20:00:00,16.746,0.0,2.468,0.0,0.0
2025-05-24 21:00:00,16.109,0.0,2.7,0.0,0.0
2025-05-24 22:00:00,15.343,0.0,2.641,0.0,0.0
2025-05-24 23:00:00,15.054,0.0,2.444,0.0,0.0
2025-05-25 00:00:00,15.329,0.0,2.432,0.0,0.0
2025-05-25 01:00:00,15.208,0.0,2.89,0.0,0.0
2025-05-25 02:00:00,14.356,0.0,2.993,0.0,0.0
2025-05-25 03:00:00,13.6,0.0,6.458,1.859853,0.9441518
2025-05-25 04:00:00,13.209,20.0,17.094,34.78324,27.496416
2025-05-25 05:00:00,13.09,108.0,44.356,63.28995,46.49103
2025-05-25 06:00:00,14.222,680.0,189.076,156.37617,127.33863
2025-05-25 07:00:00,15.261,648.0,194.236,277.95755,233.38393
2025-05-25 08:00:00,15.959,840.0,205.741,354.62613,308.65082
2025-05-25 09:00:00,16.142,664.0,193.537,345.63727,318.3176
2025-05-25 10:00:00,18.276,2404.0,677.747,488.52045,457.8493
2025-05-25 11:00:00,19.962,2348.0,709.802,764.02277,757.77985
2025-05-25 12:00:00,20.064,1856.0,519.168,684.77405,700.8259
2025-05-25 13:00:00,19.987,1312.0,358.341,529.05804,569.05035
2025-05-25 14:00:00,18.736,424.0,125.153,219.96416,248.71489
2025-05-25 15:00:00,17.722,156.0,51.229,107.59323,133.23055
2025-05-25 16:00:00,16.954,60.0,24.425,50.91088,73.95156
2025-05-25 17:00:00,16.132,0.0,5.727,14.751962,36.624023
2025-05-25 18:00:00,15.693,0.0,2.474,0.0,0.0
2025-05-25 19:00:00,14.374,0.0,2.464,0.0,0.0
2025-05-25 20:00:00,13.778,0.0,2.432,0.0,0.0
2025-05-25 21:00:00,13.724,0.0,2.436,0.0,0.0
2025-05-25 22:00:00,13.353,0.0,2.45,0.0,0.0
2025-05-25 23:00:00,12.889,0.0,2.449,0.0,0.0
2025-05-26 00:00:00,12.591,0.0,2.452,0.0,0.0
2025-05-26 01:00:00,12.296,0.0,2.434,0.0,0.0
2025-05-26 02:00:00,12.194,0.0,3.861,0.0,0.0
2025-05-26 03:00:00,12.559,36.0,23.008,0.91111225,1.8890653
2025-05-26 04:00:00,12.516,64.0,28.563,26.751183,16.093763
2025-05-26 05:00:00,12.539,100.0,34.368,107.38664,80.20458
2025-05-26 06:00:00,12.832,232.0,71.248,192.86836,154.84253
2025-05-26 07:00:00,13.333,456.0,121.277,175.71054,154.75888
2025-05-26 08:00:00,13.716,604.0,158.28,254.4136,228.20168
2025-05-26 09:00:00,13.635,420.0,121.271,290.45087,269.1571
2025-05-26 10:00:00,14.088,544.0,140.202,309.17816,295.61246
2025-05-26 11:00:00,14.505,552.0,150.369,245.81035,248.83867
2025-05-26 12:00:00,14.713,588.0,167.76,193.37102,202.3042
2025-05-26 13:00:00,14.613,592.0,144.538,231.65616,252.15826
2025-05-26 14:00:00,14.397,348.0,104.196,138.9959,158.71832
2025-05-26 15:00:00,14.28,312.0,86.783,135.85316,168.53218
2025-05-26 16:00:00,13.943,76.0,30.401,74.07768,107.61825
2025-05-26 17:00:00,13.751,4.0,5.432,18.62574,43.37082
2025-05-26 18:00:00,13.463,0.0,2.521,0.0,0.9442076
2025-05-26 19:00:00,13.736,0.0,2.433,0.0,0.0
2025-05-26 20:00:00,14.276,0.0,2.415,0.0,0.0
2025-05-26 21:00:00,14.35,0.0,2.426,0.0,0.0
2025-05-26 22:00:00,14.417,0.0,2.44,0.0,0.0
2025-05-26 23:00:00,14.292,0.0,2.424,0.0,0.0
2025-05-27 00:00:00,14.252,0.0,2.426,0.0,0.0
2025-05-27 01:00:00,14.122,0.0,2.41,0.0,0.0
2025-05-27 02:00:00,14.189,0.0,4.439,0.0,0.0
2025-05-27 03:00:00,14.411,56.0,26.891,1.9685812,0.9441544
2025-05-27 04:00:00,14.476,92.0,35.324,28.737514,17.991516
2025-05-27 05:00:00,15.122,300.0,94.451,124.72372,93.965706
2025-05-27 06:00:00,15.857,376.0,104.386,184.35776,148.15761
2025-05-27 07:00:00,16.004,428.0,114.179,252.70609,212.8192
2025-05-27 08:00:00,16.986,640.0,176.988,313.44437,273.52893
2025-05-27 09:00:00,18.282,868.0,224.362,403.33823,362.73975
2025-05-27 10:00:00,17.446,448.0,130.861,370.3276,352.0849
2025-05-27 11:00:00,17.938,488.0,127.174,263.6971,268.6139
2025-05-27 12:00:00,16.592,240.0,71.257,258.56653,271.61063
2025-05-27 13:00:00,16.782,400.0,106.943,235.4379,255.98146
2025-05-27 14:00:00,16.25,240.0,70.762,183.82552,210.28511
2025-05-27 15:00:00,16.64,180.0,56.479,146.44421,180.91998
2025-05-27 16:00:00,16.126,8.0,13.156,85.77603,126.96201
2025-05-27 17:00:00,15.965,0.0,6.333,23.389301,48.61462
2025-05-27 18:00:00,15.904,0.0,2.46,0.0,0.0
2025-05-27 19:00:00,15.561,0.0,2.447,0.0,0.0
2025-05-27 20:00:00,15.384,0.0,2.442,0.0,0.0
2025-05-27 21:00:00,15.313,0.0,2.448,0.0,0.0
2025-05-27 22:00:00,15.277,0.0,2.462,0.0,0.0
2025-05-27 23:00:00,15.338,0.0,2.443,0.0,0.0
2025-05-28 00:00:00,15.33,0.0,2.453,0.0,0.0
2025-05-28 01:00:00,15.155,0.0,2.449,0.0,0.0
2025-05-28 02:00:00,15.259,0.0,4.029,0.0,0.0
2025-05-28 03:00:00,15.184,4.0,10.77,2.019265,0.9441558
2025-05-28 04:00:00,15.416,52.0,25.963,36.509388,30.467518
2025-05-28 05:00:00,15.924,252.0,74.473,194.85336,144.33078
2025-05-28 06:00:00,16.531,288.0,89.048,138.25215,113.07284
2025-05-28 07:00:00,17.9,624.0,170.46,270.03848,227.58463
2025-05-28 08:00:00,19.027,728.0,187.882,363.06628,316.5081
2025-05-28 09:00:00,19.069,632.0,171.901,363.2996,327.2072
2025-05-28 10:00:00,20.417,1396.0,372.5,387.79016,360.1382
2025-05-28 11:00:00,21.532,1300.0,378.957,532.3576,517.3403
2025-05-28 12:00:00,20.386,760.0,196.771,384.49786,383.6779
2025-05-28 13:00:00,20.651,696.0,189.499,294.06558,312.98798
2025-05-28 14:00:00,20.893,400.0,110.304,222.72488,251.64503
2025-05-28 15:00:00,20.28,412.0,116.926,134.69391,166.58444
2025-05-28 16:00:00,20.51,228.0,75.942,90.60802,134.03944
2025-05-28 17:00:00,18.646,24.0,13.937,24.105766,46.655426
2025-05-28 18:00:00,17.386,0.0,2.442,0.0,0.94421685
2025-05-28 19:00:00,17.107,0.0,2.458,0.0,0.0
2025-05-28 20:00:00,16.871,0.0,2.454,0.0,0.0
2025-05-28 21:00:00,16.527,0.0,2.464,0.0,0.0
2025-05-28 22:00:00,16.307,0.0,2.448,0.0,0.0
2025-05-28 23:00:00,16.342,0.0,2.463,0.0,0.0
2025-05-29 00:00:00,16.074,0.0,2.468,0.0,0.0
2025-05-29 01:00:00,15.604,0.0,2.445,0.0,0.0
2025-05-29 02:00:00,14.085,4.0,7.564,0.0,0.0
2025-05-29 03:00:00,17.024,184.0,69.087,16.274843,11.075904
2025-05-29 04:00:00,19.621,376.0,114.988,68.919136,42.121143
2025-05-29 05:00:00,26.869,1208.0,360.942,201.84561,143.17412
2025-05-29 06:00:00,24.968,1524.0,516.338,487.0279,391.6849
2025-05-29 07:00:00,26.192,2272.0,661.666,699.94116,609.9054
2025-05-29 08:00:00,27.447,2984.0,919.012,894.82086,829.71405
2025-05-29 09:00:00,28.059,3040.0,944.934,1008.1848,969.5586
2025-05-29 10:00:00,28.597,2768.0,854.186,999.3981,993.32495
2025-05-29 11:00:00,28.536,1920.0,613.844,791.231,796.449
2025-05-29 12:00:00,29.655,2096.0,635.446,679.4679,696.4728
2025-05-29 13:00:00,30.068,2472.0,740.33,533.5745,566.7842
2025-05-29 14:00:00,29.0,1280.0,389.515,501.77795,582.4288
2025-05-29 15:00:00,29.454,708.0,237.015,312.8978,406.0565
2025-05-29 16:00:00,25.97,156.0,49.448,110.32547,171.16904
2025-05-29 17:00:00,22.888,0.0,5.037,24.825592,51.948345
2025-05-29 18:00:00,20.236,0.0,2.499,0.0,1.8889856
2025-05-29 19:00:00,18.537,0.0,2.458,0.0,0.0
2025-05-29 20:00:00,17.899,0.0,2.47,0.0,0.0
2025-05-29 21:00:00,17.446,0.0,2.471,0.0,0.0
2025-05-29 22:00:00,17.87,0.0,2.495,0.0,0.0
2025-05-29 23:00:00,17.732,0.0,2.483,0.0,0.0
2025-05-30 00:00:00,17.046,0.0,2.464,0.0,0.0
2025-05-30 01:00:00,17.188,0.0,2.443,0.0,0.0
2025-05-30 02:00:00,17.236,4.0,6.883,0.0,0.0
2025-05-30 03:00:00,17.297,84.0,35.536,2.3385725,0.94415903
2025-05-30 04:00:00,17.91,332.0,102.335,23.067516,12.300645
2025-05-30 05:00:00,19.288,804.0,236.136,126.1021,95.265594
2025-05-30 06:00:00,20.282,1200.0,341.318,427.36295,341.01144
2025-05-30 07:00:00,21.368,1472.0,436.819,540.6066,455.49274
2025-05-30 08:00:00,21.441,1072.0,313.878,590.72076,518.1525
2025-05-30 09:00:00,22.675,1904.0,541.143,555.9529,496.9813
2025-05-30 10:00:00,23.493,3016.0,966.362,759.99976,729.0178
2025-05-30 11:00:00,24.1,2416.0,750.978,854.7008,861.28357
2025-05-30 12:00:00,24.994,2804.0,904.968,812.45526,851.3396
2025-05-30 13:00:00,25.366,2300.0,702.857,722.69336,797.12836
2025-05-30 14:00:00,25.322,1400.0,437.084,539.13257,629.35834
2025-05-30 15:00:00,25.712,744.0,231.664,333.16367,429.6891
2025-05-30 16:00:00,21.972,100.0,43.346,136.67374,221.77242
2025-05-30 17:00:00,19.782,12.0,11.191,30.390196,58.514843
2025-05-30 18:00:00,18.701,0.0,2.457,0.0,1.8889875
2025-05-30 19:00:00,18.128,0.0,2.46,0.0,0.0
2025-05-30 20:00:00,16.925,0.0,2.447,0.0,0.0
2025-05-30 21:00:00,16.038,0.0,2.438,0.0,0.0
2025-05-30 22:00:00,15.459,0.0,2.428,0.0,0.0
2025-05-30 23:00:00,16.262,0.0,2.421,0.0,0.0
2025-05-31 00:00:00,16.229,0.0,2.43,0.0,0.0
2025-05-31 01:00:00,14.512,0.0,2.416,0.0,0.0
2025-05-31 02:00:00,14.205,8.0,10.623,0.0,0.0
2025-05-31 03:00:00,16.105,96.0,47.972,17.369438,7.7860675
2025-05-31 04:00:00,19.687,392.0,148.809,150.20891,68.57834
2025-05-31 05:00:00,24.185,1184.0,358.299,360.91974,261.3556
2025-05-31 06:00:00,22.796,2036.0,577.341,588.8041,474.83627
2025-05-31 07:00:00,23.516,2452.0,771.51,769.4573,680.05164
2025-05-31 08:00:00,24.247,2864.0,916.774,915.4338,851.1446
2025-05-31 09:00:00,25.068,2932.0,1005.689,1008.7675,969.8258
2025-05-31 10:00:00,26.067,3020.0,1029.712,1036.0853,1028.506
2025-05-31 11:00:00,26.914,2880.0,989.498,994.4366,1018.9644
2025-05-31 12:00:00,27.775,2696.0,909.755,890.7895,942.35254
2025-05-31 13:00:00,28.246,2204.0,696.345,734.3948,810.8812
2025-05-31 14:00:00,27.767,1196.0,413.623,530.3068,618.3358
2025-05-31 15:00:00,28.399,688.0,210.945,326.91782,426.7711
2025-05-31 16:00:00,30.208,244.0,97.554,137.95424,223.294
2025-05-31 17:00:00,26.076,28.0,18.336,30.456306,58.6312
2025-05-31 18:00:00,19.082,0.0,2.455,0.0,2.8342774
2025-05-31 19:00:00,17.71,0.0,2.428,0.0,0.0
2025-05-31 20:00:00,18.136,0.0,2.451,0.0,0.0
2025-05-31 21:00:00,16.517,0.0,2.451,0.0,0.0
2025-05-31 22:00:00,16.424,0.0,2.452,0.0,0.0
2025-05-31 23:00:00,17.158,0.0,2.442,0.0,0.0
