,172,D.156.DELTA,D.171.ISIRR,NEMS4 Temperature (°C),SARAH Global tilted radiation GTI (W/m²)_x,SARAH Global tilted radiation GTI (W/m²)_y
2023-01-14 02:00:00,6.971,0.0,2.275,2.26,0.0,0.0
2023-01-14 03:00:00,6.974,0.0,2.256,2.06,0.0,0.0
2023-01-14 04:00:00,6.699,0.0,2.254,1.85,0.0,0.0
2023-01-14 05:00:00,6.466,0.0,2.321,2.0,0.0,0.0
2023-01-14 06:00:00,6.554,0.0,7.345,2.35,6.8239074,6.8239074
2023-01-14 07:00:00,6.776,92.0,29.604,3.28,70.42889,70.42889
2023-01-14 08:00:00,7.51,212.0,58.998,3.91,93.89514,93.89514
2023-01-14 09:00:00,7.967,272.0,75.457,4.43,112.5636,112.5636
2023-01-14 10:00:00,8.597,268.0,82.719,5.13,90.77488,90.77488
2023-01-14 11:00:00,8.563,228.0,68.307,5.91,82.2972,82.2972
2023-01-14 12:00:00,8.727,132.0,45.973,6.46,51.241825,51.241825
2023-01-14 13:00:00,8.234,60.0,25.197,6.65,27.477417,27.477417
2023-01-14 14:00:00,8.112,8.0,11.632,6.66,9.458636,9.458636
2023-01-14 15:00:00,7.77,0.0,2.431,6.27,0.0,0.0
2023-01-14 16:00:00,7.382,0.0,2.217,6.09,0.0,0.0
2023-01-14 17:00:00,7.124,0.0,2.247,5.91,0.0,0.0
2023-01-14 18:00:00,6.055,0.0,2.235,5.7,0.0,0.0
2023-01-14 19:00:00,5.268,0.0,2.294,5.49,0.0,0.0
2023-01-14 20:00:00,5.232,0.0,2.231,5.2,0.0,0.0
2023-01-14 21:00:00,5.421,0.0,2.278,4.97,0.0,0.0
2023-01-14 22:00:00,5.382,0.0,2.183,4.75,0.0,0.0
2023-01-14 23:00:00,5.248,0.0,2.234,4.53,0.0,0.0
2023-01-15 00:00:00,4.85,0.0,2.265,4.39,0.0,0.0
2023-01-15 01:00:00,4.921,0.0,2.269,4.17,0.0,0.0
2023-01-15 02:00:00,5.407,0.0,2.248,3.92,0.0,0.0
2023-01-15 03:00:00,5.552,0.0,2.206,3.75,0.0,0.0
2023-01-15 04:00:00,5.866,0.0,2.215,3.59,0.0,0.0
2023-01-15 05:00:00,5.975,0.0,2.84,3.4,0.0,0.0
2023-01-15 06:00:00,6.437,36.0,19.264,3.28,2.835362,2.835362
2023-01-15 07:00:00,7.149,132.0,43.265,3.98,84.35017,84.35017
2023-01-15 08:00:00,7.468,192.0,55.948,5.62,114.78066,114.78066
2023-01-15 09:00:00,7.928,276.0,80.101,7.08,115.12087,115.12087
2023-01-15 10:00:00,8.274,260.0,83.779,7.82,92.82415,92.82415
2023-01-15 11:00:00,8.433,200.0,61.364,8.45,90.52082,90.52082
2023-01-15 12:00:00,8.677,124.0,40.454,7.11,71.31466,71.31466
2023-01-15 13:00:00,8.802,72.0,33.518,7.17,52.19458,52.19458
2023-01-15 14:00:00,8.828,16.0,15.917,6.99,41.753193,41.753193
2023-01-15 15:00:00,8.666,0.0,2.547,6.38,2.8341167,2.8341167
2023-01-15 16:00:00,7.975,0.0,2.267,6.18,0.0,0.0
2023-01-15 17:00:00,6.775,0.0,2.251,6.17,0.0,0.0
2023-01-15 18:00:00,5.623,0.0,2.268,6.26,0.0,0.0
2023-01-15 19:00:00,6.725,0.0,2.278,6.5,0.0,0.0
2023-01-15 20:00:00,7.264,0.0,2.295,6.48,0.0,0.0
2023-01-15 21:00:00,7.164,0.0,2.295,6.19,0.0,0.0
2023-01-15 22:00:00,5.822,0.0,2.246,5.07,0.0,0.0
2023-01-15 23:00:00,3.981,0.0,2.251,3.77,0.0,0.0
2023-01-16 00:00:00,3.572,0.0,2.178,3.07,0.0,0.0
2023-01-16 01:00:00,3.47,0.0,2.201,2.9,0.0,0.0
2023-01-16 02:00:00,2.914,0.0,2.162,2.78,0.0,0.0
2023-01-16 03:00:00,2.924,0.0,2.2,2.62,0.0,0.0
2023-01-16 04:00:00,2.41,0.0,2.21,2.42,0.0,0.0
2023-01-16 05:00:00,2.577,4.0,5.561,2.13,0.0,0.0
2023-01-16 06:00:00,3.746,304.0,97.236,1.86,4.730379,4.730379
2023-01-16 07:00:00,5.939,816.0,229.767,2.38,152.91206,152.91206
2023-01-16 08:00:00,7.919,1456.0,361.426,3.28,266.3929,266.3929
2023-01-16 09:00:00,10.2,1580.0,492.04,5.08,415.21844,415.21844
2023-01-16 10:00:00,11.618,1536.0,448.587,7.16,379.8075,379.8075
2023-01-16 11:00:00,12.625,1348.0,372.08,8.86,372.6391,372.6391
2023-01-16 12:00:00,12.376,588.0,198.83,10.86,270.346,270.346
2023-01-16 13:00:00,11.047,120.0,44.198,11.25,83.71026,83.71026
2023-01-16 14:00:00,10.386,16.0,17.796,10.97,44.913284,44.913284
2023-01-16 15:00:00,9.855,0.0,2.461,9.93,9.265224,9.265224
2023-01-16 16:00:00,8.522,0.0,2.306,9.22,0.0,0.0
2023-01-16 17:00:00,8.678,0.0,2.278,8.21,0.0,0.0
2023-01-16 18:00:00,9.002,0.0,2.325,7.26,0.0,0.0
2023-01-16 19:00:00,8.634,0.0,2.303,6.38,0.0,0.0
2023-01-16 20:00:00,8.152,0.0,2.293,6.12,0.0,0.0
2023-01-16 21:00:00,8.037,0.0,2.272,6.34,0.0,0.0
2023-01-16 22:00:00,8.689,0.0,2.308,5.76,0.0,0.0
2023-01-16 23:00:00,7.898,0.0,2.278,5.99,0.0,0.0
2023-01-17 00:00:00,6.68,0.0,2.285,5.16,0.0,0.0
2023-01-17 01:00:00,6.322,0.0,2.247,4.54,0.0,0.0
2023-01-17 02:00:00,6.48,0.0,2.251,3.97,0.0,0.0
2023-01-17 03:00:00,6.236,0.0,2.275,3.42,0.0,0.0
2023-01-17 04:00:00,5.6,0.0,2.195,3.02,0.0,0.0
2023-01-17 05:00:00,5.598,0.0,4.933,3.16,0.0,0.0
2023-01-17 06:00:00,5.937,108.0,37.424,3.62,15.025938,15.025938
2023-01-17 07:00:00,8.198,200.0,53.252,6.01,39.003628,39.003628
2023-01-17 08:00:00,10.203,912.0,207.95,8.92,159.57788,159.57788
2023-01-17 09:00:00,13.699,1316.0,418.135,8.87,505.53226,505.53226
2023-01-17 10:00:00,15.84,804.0,300.98,10.29,229.89056,229.89056
2023-01-17 11:00:00,16.342,824.0,229.214,13.01,315.92255,315.92255
2023-01-17 12:00:00,17.692,1600.0,520.55,14.85,363.21222,363.21222
2023-01-17 13:00:00,17.325,480.0,377.486,15.86,453.25485,453.25485
2023-01-17 14:00:00,14.595,56.0,54.265,15.92,250.71582,250.71582
2023-01-17 15:00:00,10.8,0.0,3.559,14.94,27.690964,27.690964
2023-01-17 16:00:00,9.014,0.0,2.3,14.46,0.0,0.0
2023-01-17 17:00:00,8.684,0.0,2.295,12.98,0.0,0.0
2023-01-17 18:00:00,7.961,0.0,2.246,10.79,0.0,0.0
2023-01-17 19:00:00,8.425,0.0,2.281,10.61,0.0,0.0
2023-01-17 20:00:00,8.82,0.0,2.263,9.49,0.0,0.0
2023-01-17 21:00:00,9.639,0.0,2.328,9.03,0.0,0.0
2023-01-17 22:00:00,10.468,0.0,2.338,9.03,0.0,0.0
2023-01-17 23:00:00,9.894,0.0,2.324,9.03,0.0,0.0
2023-01-18 00:00:00,9.427,0.0,2.299,9.26,0.0,0.0
2023-01-18 01:00:00,9.527,0.0,2.28,10.05,0.0,0.0
2023-01-18 02:00:00,10.214,0.0,2.334,9.54,0.0,0.0
2023-01-18 03:00:00,8.726,0.0,2.295,10.22,0.0,0.0
2023-01-18 04:00:00,8.778,0.0,2.313,9.69,0.0,0.0
2023-01-18 05:00:00,8.75,0.0,3.46,9.51,0.0,0.0
2023-01-18 06:00:00,10.549,144.0,40.321,10.15,15.012257,15.012257
2023-01-18 07:00:00,14.289,1156.0,265.087,12.86,189.87837,189.87837
2023-01-18 08:00:00,17.909,1876.0,526.193,14.72,444.38925,444.38925
2023-01-18 09:00:00,19.64,2376.0,710.312,16.52,593.1752,593.1752
2023-01-18 10:00:00,21.009,2724.0,763.618,17.88,663.8564,663.8564
2023-01-18 11:00:00,22.079,2576.0,733.421,18.91,661.4849,661.4849
2023-01-18 12:00:00,22.173,2164.0,625.125,19.92,585.6612,585.6612
2023-01-18 13:00:00,21.958,720.0,448.758,20.05,426.28882,426.28882
2023-01-18 14:00:00,19.293,92.0,127.878,19.43,122.96237,122.96237
2023-01-18 15:00:00,15.986,0.0,4.756,16.54,31.457853,31.457853
2023-01-18 16:00:00,15.819,0.0,2.353,15.02,0.0,0.0
2023-01-18 17:00:00,14.709,0.0,2.382,14.0,0.0,0.0
2023-01-18 18:00:00,13.655,0.0,2.277,13.23,0.0,0.0
2023-01-18 19:00:00,13.366,0.0,2.31,12.58,0.0,0.0
2023-01-18 20:00:00,12.868,0.0,2.307,11.94,0.0,0.0
2023-01-18 21:00:00,11.134,0.0,2.291,11.09,0.0,0.0
2023-01-18 22:00:00,10.826,0.0,2.302,10.28,0.0,0.0
2023-01-18 23:00:00,10.028,0.0,2.21,9.8,0.0,0.0
2023-01-19 00:00:00,10.241,0.0,2.296,9.8,0.0,0.0
2023-01-19 01:00:00,10.077,0.0,2.313,9.64,0.0,0.0
2023-01-19 02:00:00,9.818,0.0,2.258,9.64,0.0,0.0
2023-01-19 03:00:00,9.34,0.0,2.273,9.68,0.0,0.0
2023-01-19 04:00:00,9.066,0.0,2.288,9.57,0.0,0.0
2023-01-19 05:00:00,8.907,0.0,3.497,9.3,0.0,0.0
2023-01-19 06:00:00,10.003,160.0,74.938,9.22,17.181751,17.181751
2023-01-19 07:00:00,13.463,980.0,231.081,11.76,271.35196,271.35196
2023-01-19 08:00:00,17.236,2040.0,561.88,14.58,459.59198,459.59198
2023-01-19 09:00:00,20.013,2224.0,677.268,16.9,596.1586,596.1586
2023-01-19 10:00:00,21.56,2496.0,763.188,18.14,655.59973,655.59973
2023-01-19 11:00:00,21.947,2000.0,556.986,19.12,665.4751,665.4751
2023-01-19 12:00:00,21.713,1472.0,494.858,20.19,550.478,550.478
2023-01-19 13:00:00,20.736,512.0,229.56,19.92,335.24036,335.24036
2023-01-19 14:00:00,19.673,136.0,119.746,19.24,144.9496,144.9496
2023-01-19 15:00:00,17.022,0.0,5.224,17.33,11.322224,11.322224
2023-01-19 16:00:00,15.671,0.0,2.31,15.9,0.0,0.0
2023-01-19 17:00:00,14.452,0.0,2.32,14.84,0.0,0.0
2023-01-19 18:00:00,13.348,0.0,2.306,14.04,0.0,0.0
2023-01-19 19:00:00,12.432,0.0,2.333,13.26,0.0,0.0
2023-01-19 20:00:00,12.576,0.0,2.315,12.51,0.0,0.0
2023-01-19 21:00:00,12.559,0.0,2.282,11.78,0.0,0.0
2023-01-19 22:00:00,12.671,0.0,2.325,11.09,0.0,0.0
2023-01-19 23:00:00,12.908,0.0,2.322,10.41,0.0,0.0
2023-01-20 00:00:00,12.352,0.0,2.284,10.02,0.0,0.0
2023-01-20 01:00:00,12.824,0.0,2.338,9.77,0.0,0.0
2023-01-20 02:00:00,12.803,0.0,2.324,9.61,0.0,0.0
2023-01-20 03:00:00,12.638,0.0,2.333,9.61,0.0,0.0
2023-01-20 04:00:00,12.642,0.0,2.371,9.52,0.0,0.0
2023-01-20 05:00:00,12.01,0.0,3.769,9.19,0.0,0.0
2023-01-20 06:00:00,12.584,104.0,35.779,9.04,3.7819347,3.7819347
2023-01-20 07:00:00,14.355,380.0,103.058,10.48,115.5148,115.5148
2023-01-20 08:00:00,16.551,604.0,165.083,11.86,267.28497,267.28497
2023-01-20 09:00:00,18.198,1252.0,357.701,13.49,170.39925,170.39925
2023-01-20 10:00:00,19.19,1836.0,511.351,15.05,553.95,553.95
2023-01-20 11:00:00,20.825,2260.0,698.898,16.29,638.3516,638.3516
2023-01-20 12:00:00,20.229,1012.0,325.616,18.31,572.05927,572.05927
2023-01-20 13:00:00,19.64,504.0,209.325,18.2,419.25067,419.25067
2023-01-20 14:00:00,17.785,20.0,21.208,17.51,189.89485,189.89485
2023-01-20 15:00:00,16.439,0.0,3.066,15.82,20.493652,20.493652
2023-01-20 16:00:00,15.204,0.0,2.359,14.7,0.0,0.0
2023-01-20 17:00:00,14.513,0.0,2.402,13.79,0.0,0.0
2023-01-20 18:00:00,14.522,0.0,2.327,12.83,0.0,0.0
2023-01-20 19:00:00,13.601,0.0,2.321,11.08,0.0,0.0
2023-01-20 20:00:00,12.776,0.0,2.367,11.03,0.0,0.0
2023-01-20 21:00:00,10.897,0.0,2.688,10.9,0.0,0.0
2023-01-20 22:00:00,9.182,0.0,2.387,6.46,0.0,0.0
2023-01-20 23:00:00,6.909,0.0,2.858,6.04,0.0,0.0
2023-01-21 00:00:00,5.607,0.0,2.263,5.61,0.0,0.0
2023-01-21 01:00:00,4.828,0.0,2.211,4.75,0.0,0.0
2023-01-21 02:00:00,4.248,0.0,2.28,4.12,0.0,0.0
2023-01-21 03:00:00,3.82,0.0,2.151,3.37,0.0,0.0
2023-01-21 04:00:00,3.452,0.0,2.211,2.39,0.0,0.0
2023-01-21 05:00:00,2.937,4.0,12.477,1.51,0.0,0.0
2023-01-21 06:00:00,3.645,200.0,180.684,1.28,15.96179,15.96179
2023-01-21 07:00:00,6.747,1568.0,414.989,3.33,277.08798,277.08798
2023-01-21 08:00:00,9.385,2312.0,605.224,6.76,464.4161,464.4161
2023-01-21 09:00:00,11.978,2480.0,736.095,9.21,601.20917,601.20917
2023-01-21 10:00:00,14.467,2828.0,789.782,11.57,674.87354,674.87354
2023-01-21 11:00:00,15.622,2696.0,761.568,13.54,673.65137,673.65137
2023-01-21 12:00:00,16.814,2252.0,648.609,14.63,599.45404,599.45404
2023-01-21 13:00:00,17.382,640.0,404.231,15.68,434.9668,434.9668
2023-01-21 14:00:00,16.659,144.0,150.625,15.31,181.52641,181.52641
2023-01-21 15:00:00,14.159,0.0,4.234,12.84,7.565809,7.565809
2023-01-21 16:00:00,13.3,0.0,2.295,11.76,0.0,0.0
2023-01-21 17:00:00,12.927,0.0,2.359,10.99,0.0,0.0
2023-01-21 18:00:00,12.325,0.0,2.321,11.02,0.0,0.0
2023-01-21 19:00:00,12.006,0.0,2.319,11.12,0.0,0.0
2023-01-21 20:00:00,12.118,0.0,2.344,10.57,0.0,0.0
2023-01-21 21:00:00,11.887,0.0,2.338,10.25,0.0,0.0
2023-01-21 22:00:00,11.656,0.0,2.306,10.36,0.0,0.0
2023-01-21 23:00:00,12.104,0.0,2.339,10.47,0.0,0.0
2023-01-22 00:00:00,12.042,0.0,2.312,10.42,0.0,0.0
2023-01-22 01:00:00,11.867,0.0,2.32,10.21,0.0,0.0
2023-01-22 02:00:00,11.988,0.0,2.361,9.86,0.0,0.0
2023-01-22 03:00:00,11.171,0.0,2.352,9.64,0.0,0.0
2023-01-22 04:00:00,11.438,0.0,2.322,9.23,0.0,0.0
2023-01-22 05:00:00,11.644,0.0,3.749,9.66,0.0,0.0
2023-01-22 06:00:00,11.821,32.0,18.667,9.44,4.7292943,4.7292943
2023-01-22 07:00:00,13.187,592.0,97.629,10.39,157.09169,157.09169
2023-01-22 08:00:00,14.342,512.0,153.161,11.88,217.79329,217.79329
2023-01-22 09:00:00,15.018,436.0,129.354,13.37,115.22916,115.22916
2023-01-22 10:00:00,15.489,224.0,82.427,15.17,97.26064,97.26064
2023-01-22 11:00:00,15.386,236.0,70.015,15.66,67.43238,67.43238
2023-01-22 12:00:00,15.739,252.0,76.58,16.25,104.17632,104.17632
2023-01-22 13:00:00,15.164,140.0,55.319,15.86,120.016975,120.016975
2023-01-22 14:00:00,13.859,48.0,28.905,14.76,130.61232,130.61232
2023-01-22 15:00:00,12.581,0.0,4.514,12.65,8.513162,8.513162
2023-01-22 16:00:00,11.819,0.0,2.299,10.94,0.0,0.0
2023-01-22 17:00:00,9.979,0.0,2.292,9.68,0.0,0.0
2023-01-22 18:00:00,9.035,0.0,2.307,8.82,0.0,0.0
2023-01-22 19:00:00,8.381,0.0,2.3,8.2,0.0,0.0
2023-01-22 20:00:00,7.949,0.0,2.288,7.45,0.0,0.0
2023-01-22 21:00:00,7.43,0.0,2.291,6.63,0.0,0.0
2023-01-22 22:00:00,6.788,0.0,2.274,5.64,0.0,0.0
2023-01-22 23:00:00,6.344,0.0,2.296,4.54,0.0,0.0
2023-01-23 00:00:00,6.421,0.0,2.314,3.75,0.0,0.0
2023-01-23 01:00:00,5.807,0.0,2.267,3.14,0.0,0.0
2023-01-23 02:00:00,4.708,0.0,2.26,3.12,0.0,0.0
2023-01-23 03:00:00,4.33,0.0,2.265,2.78,0.0,0.0
2023-01-23 04:00:00,3.754,0.0,2.268,2.66,0.0,0.0
2023-01-23 05:00:00,3.601,0.0,2.669,2.69,0.0,0.0
2023-01-23 06:00:00,3.498,8.0,10.595,2.64,3.7815855,3.7815855
2023-01-23 07:00:00,3.361,44.0,22.51,2.95,55.681324,55.681324
2023-01-23 08:00:00,3.119,88.0,31.631,3.63,80.22767,80.22767
2023-01-23 09:00:00,3.44,116.0,37.584,4.88,78.72819,78.72819
2023-01-23 10:00:00,3.25,120.0,42.353,6.17,59.812138,59.812138
2023-01-23 11:00:00,3.355,160.0,51.065,7.17,62.67081,62.67081
2023-01-23 12:00:00,3.447,116.0,41.017,8.04,56.003098,56.003098
2023-01-23 13:00:00,3.456,52.0,27.658,8.13,44.581264,44.581264
2023-01-23 14:00:00,3.324,4.0,10.3,7.66,28.42625,28.42625
2023-01-23 15:00:00,3.344,0.0,2.403,6.02,2.8341503,2.8341503
2023-01-23 16:00:00,3.316,0.0,2.175,4.58,0.0,0.0
2023-01-23 17:00:00,3.247,0.0,2.179,3.55,0.0,0.0
2023-01-23 18:00:00,3.325,0.0,2.201,2.55,0.0,0.0
2023-01-23 19:00:00,3.236,0.0,2.192,1.58,0.0,0.0
2023-01-23 20:00:00,3.208,0.0,2.19,0.66,0.0,0.0
2023-01-23 21:00:00,3.239,0.0,2.192,-0.38,0.0,0.0
2023-01-23 22:00:00,3.1,0.0,2.222,-1.23,0.0,0.0
2023-01-23 23:00:00,3.087,0.0,2.279,-1.59,0.0,0.0
2023-01-24 00:00:00,3.051,0.0,2.235,-2.31,,
2023-01-24 01:00:00,2.996,0.0,2.188,-3.03,,
2023-01-24 02:00:00,2.97,0.0,2.215,-3.62,,
2023-01-24 03:00:00,2.957,0.0,2.196,-3.91,,
2023-01-24 04:00:00,2.93,0.0,2.23,-3.59,,
2023-01-24 05:00:00,2.927,0.0,2.671,-2.65,,
2023-01-24 06:00:00,3.02,16.0,11.81,-1.38,,
2023-01-24 07:00:00,3.304,136.0,42.031,-0.28,,
2023-01-24 08:00:00,4.16,380.0,97.48,0.96,,
2023-01-24 09:00:00,5.037,564.0,158.308,2.25,,
2023-01-24 10:00:00,5.385,548.0,145.465,3.25,,
2023-01-24 11:00:00,4.643,160.0,52.244,3.81,,
2023-01-24 12:00:00,4.326,156.0,49.339,4.44,,
2023-01-24 13:00:00,4.213,52.0,26.703,5.2,,
2023-01-24 14:00:00,3.922,0.0,7.371,5.02,,
2023-01-24 15:00:00,3.307,0.0,2.35,4.29,,
2023-01-24 16:00:00,3.054,0.0,2.208,2.92,,
2023-01-24 17:00:00,2.552,0.0,2.211,2.65,,
2023-01-24 18:00:00,2.401,0.0,2.186,2.88,,
2023-01-24 19:00:00,2.33,0.0,2.153,2.26,,
2023-01-24 20:00:00,2.293,0.0,2.165,2.35,,
2023-01-24 21:00:00,1.752,0.0,2.176,2.08,,
2023-01-24 22:00:00,1.494,0.0,2.165,1.82,,
2023-01-24 23:00:00,1.423,0.0,2.179,1.43,,
2023-01-25 00:00:00,1.491,0.0,2.228,1.15,0.0,0.0
2023-01-25 01:00:00,1.574,0.0,2.197,0.81,0.0,0.0
2023-01-25 02:00:00,1.514,0.0,2.15,0.56,0.0,0.0
2023-01-25 03:00:00,1.477,0.0,2.201,0.41,0.0,0.0
2023-01-25 04:00:00,1.39,0.0,2.207,0.39,0.0,0.0
2023-01-25 05:00:00,1.477,0.0,2.887,0.28,0.0,0.0
2023-01-25 06:00:00,1.743,48.0,20.988,0.16,6.625924,6.625924
2023-01-25 07:00:00,2.171,184.0,53.103,0.74,83.45955,83.45955
2023-01-25 08:00:00,2.57,260.0,72.197,1.39,113.61857,113.61857
2023-01-25 09:00:00,2.837,328.0,92.3,2.2,123.61559,123.61559
2023-01-25 10:00:00,2.956,260.0,81.608,2.87,83.11119,83.11119
2023-01-25 11:00:00,3.011,220.0,67.548,2.97,80.957985,80.957985
2023-01-25 12:00:00,3.372,216.0,61.167,3.77,72.19554,72.19554
2023-01-25 13:00:00,3.544,144.0,48.001,3.97,68.607834,68.607834
2023-01-25 14:00:00,3.467,24.0,21.295,3.79,41.73743,41.73743
2023-01-25 15:00:00,3.249,0.0,3.293,2.87,5.671649,5.671649
2023-01-25 16:00:00,2.917,0.0,2.192,1.49,0.0,0.0
2023-01-25 17:00:00,2.527,0.0,2.205,1.1,0.0,0.0
2023-01-25 18:00:00,2.283,0.0,2.183,1.66,0.0,0.0
2023-01-25 19:00:00,2.196,0.0,2.223,1.35,0.0,0.0
2023-01-25 20:00:00,2.098,0.0,2.221,0.18,0.0,0.0
2023-01-25 21:00:00,2.032,0.0,2.199,-0.35,0.0,0.0
2023-01-25 22:00:00,2.113,0.0,2.213,-1.5,0.0,0.0
2023-01-25 23:00:00,2.137,0.0,2.218,-2.26,0.0,0.0
2023-01-26 00:00:00,2.163,0.0,2.178,-0.45,0.0,0.0
2023-01-26 01:00:00,2.268,0.0,2.207,-0.4,0.0,0.0
2023-01-26 02:00:00,2.281,0.0,2.202,-1.9,0.0,0.0
2023-01-26 03:00:00,2.319,0.0,2.207,-2.91,0.0,0.0
2023-01-26 04:00:00,2.316,0.0,2.229,-2.94,0.0,0.0
2023-01-26 05:00:00,2.386,0.0,2.891,-1.51,0.0,0.0
2023-01-26 06:00:00,2.464,20.0,11.826,-0.77,5.6766467,5.6766467
2023-01-26 07:00:00,2.959,148.0,41.326,0.54,63.65855,63.65855
2023-01-26 08:00:00,3.463,344.0,89.227,1.03,94.4156,94.4156
2023-01-26 09:00:00,3.453,252.0,82.848,1.7,125.153015,125.153015
2023-01-26 10:00:00,3.868,240.0,70.3,2.64,62.67008,62.67008
2023-01-26 11:00:00,4.442,304.0,85.442,3.79,83.96263,83.96263
2023-01-26 12:00:00,5.124,312.0,97.446,7.42,89.31157,89.31157
2023-01-26 13:00:00,6.437,108.0,38.237,7.13,98.19044,98.19044
2023-01-26 14:00:00,7.83,12.0,18.101,6.79,85.410515,85.410515
2023-01-26 15:00:00,7.094,0.0,3.238,5.47,40.86716,40.86716
2023-01-26 16:00:00,6.562,0.0,2.257,4.28,0.0,0.0
2023-01-26 17:00:00,6.448,0.0,2.247,3.66,0.0,0.0
2023-01-26 18:00:00,6.209,0.0,2.257,3.24,0.0,0.0
2023-01-26 19:00:00,5.858,0.0,2.217,3.22,0.0,0.0
2023-01-26 20:00:00,5.547,0.0,2.295,3.1,0.0,0.0
2023-01-26 21:00:00,5.121,0.0,2.269,3.05,0.0,0.0
2023-01-26 22:00:00,4.833,0.0,2.245,2.71,0.0,0.0
2023-01-26 23:00:00,4.156,0.0,2.224,2.52,0.0,0.0
2023-01-27 00:00:00,3.542,0.0,2.196,3.04,0.0,0.0
2023-01-27 01:00:00,3.501,0.0,2.193,3.28,0.0,0.0
2023-01-27 02:00:00,3.037,0.0,2.192,3.32,0.0,0.0
2023-01-27 03:00:00,2.991,0.0,2.194,3.45,0.0,0.0
2023-01-27 04:00:00,2.706,0.0,2.196,3.73,0.0,0.0
2023-01-27 05:00:00,2.385,0.0,2.513,3.88,0.0,0.0
2023-01-27 06:00:00,2.383,0.0,5.775,3.97,4.728361,4.728361
2023-01-27 07:00:00,2.137,4.0,9.054,4.63,22.741692,22.741692
2023-01-27 08:00:00,2.23,20.0,16.226,5.4,42.681763,42.681763
2023-01-27 09:00:00,2.478,40.0,21.973,6.12,52.19341,52.19341
2023-01-27 10:00:00,2.388,48.0,23.994,6.34,66.48022,66.48022
2023-01-27 11:00:00,2.358,52.0,24.881,7.17,68.387924,68.387924
2023-01-27 12:00:00,2.181,40.0,22.179,7.84,53.150684,53.150684
2023-01-27 13:00:00,2.026,8.0,13.812,7.59,48.38658,48.38658
2023-01-27 14:00:00,1.962,0.0,5.529,6.99,33.175747,33.175747
2023-01-27 15:00:00,1.882,0.0,2.325,6.39,7.56476,7.56476
2023-01-27 16:00:00,1.794,0.0,2.229,6.02,0.0,0.0
2023-01-27 17:00:00,1.62,0.0,2.142,6.06,0.0,0.0
2023-01-27 18:00:00,1.459,0.0,2.238,6.34,0.0,0.0
2023-01-27 19:00:00,0.987,0.0,2.257,6.62,0.0,0.0
2023-01-27 20:00:00,0.598,0.0,2.187,6.85,0.0,0.0
2023-01-27 21:00:00,0.509,0.0,2.194,6.57,0.0,0.0
2023-01-27 22:00:00,0.716,0.0,2.181,6.21,0.0,0.0
2023-01-27 23:00:00,0.81,0.0,2.187,6.19,0.0,0.0
2023-01-28 00:00:00,0.548,0.0,2.231,5.33,0.0,0.0
2023-01-28 01:00:00,0.546,0.0,2.22,4.62,0.0,0.0
2023-01-28 02:00:00,0.501,0.0,2.189,4.07,0.0,0.0
2023-01-28 03:00:00,0.142,0.0,2.221,3.27,0.0,0.0
2023-01-28 04:00:00,0.077,0.0,2.197,2.54,0.0,0.0
2023-01-28 05:00:00,0.04,0.0,3.763,2.06,0.0,0.0
2023-01-28 06:00:00,0.235,100.0,32.097,1.35,2.8346453,2.8346453
2023-01-28 07:00:00,0.602,360.0,95.584,0.77,30.352816,30.352816
2023-01-28 08:00:00,0.969,472.0,136.258,0.84,107.5069,107.5069
2023-01-28 09:00:00,1.101,344.0,126.765,1.38,107.4438,107.4438
2023-01-28 10:00:00,1.474,452.0,143.319,1.8,89.11495,89.11495
2023-01-28 11:00:00,1.762,584.0,168.927,2.14,121.049805,121.049805
2023-01-28 12:00:00,1.472,228.0,97.272,0.08,71.24343,71.24343
2023-01-28 13:00:00,1.272,88.0,76.524,0.21,72.56304,72.56304
2023-01-28 14:00:00,1.197,16.0,35.703,0.25,44.590122,44.590122
2023-01-28 15:00:00,1.325,0.0,4.513,0.24,16.202835,16.202835
2023-01-28 16:00:00,0.86,0.0,2.186,0.23,0.0,0.0
2023-01-28 17:00:00,0.74,0.0,2.165,0.2,0.0,0.0
2023-01-28 18:00:00,0.816,0.0,2.192,0.24,0.0,0.0
2023-01-28 19:00:00,1.06,0.0,2.16,0.26,0.0,0.0
2023-01-28 20:00:00,1.251,0.0,2.183,0.24,0.0,0.0
2023-01-28 21:00:00,1.118,0.0,2.212,0.21,0.0,0.0
2023-01-28 22:00:00,1.055,0.0,2.17,0.16,0.0,0.0
2023-01-28 23:00:00,0.927,0.0,2.213,0.04,0.0,0.0
2023-01-29 00:00:00,0.772,0.0,2.202,-0.03,0.0,0.0
2023-01-29 01:00:00,0.979,0.0,2.191,-0.07,0.0,0.0
2023-01-29 02:00:00,1.167,0.0,2.233,-0.3,0.0,0.0
2023-01-29 03:00:00,1.074,0.0,2.155,-0.24,0.0,0.0
2023-01-29 04:00:00,1.093,0.0,2.195,-0.38,0.0,0.0
2023-01-29 05:00:00,1.143,0.0,5.445,-0.64,0.0,0.0
2023-01-29 06:00:00,1.314,0.0,41.913,-0.84,9.4743805,9.4743805
2023-01-29 07:00:00,1.678,28.0,137.249,-0.82,40.3021,40.3021
2023-01-29 08:00:00,2.1,68.0,187.901,-0.7,41.72978,41.72978
2023-01-29 09:00:00,2.901,444.0,411.263,-0.32,79.472466,79.472466
2023-01-29 10:00:00,3.601,968.0,343.434,-0.11,65.528915,65.528915
2023-01-29 11:00:00,4.702,1060.0,272.351,0.27,61.723053,61.723053
